label,seq_len,batch_size,num_qo_heads,num_kv_heads,head_dim,page_size,CTA_TILE_Q,CTA_TILE_KV,NUM_MMA_Q,NUM_MMA_KV,NUM_WARPS_Q,NUM_WARPS_KV,ms,tflops
[experiment] llama3_8b_num_mma_kv_2,512,8,32,8,128,16,128,32,2,2,4,1,0.3812,45.072
[experiment] llama3_8b_num_mma_kv_2,640,8,32,8,128,16,128,32,2,2,4,1,0.5541,48.444
[experiment] llama3_8b_num_mma_kv_2,768,8,32,8,128,16,128,32,2,2,4,1,0.7249,53.326
[experiment] llama3_8b_num_mma_kv_2,896,8,32,8,128,16,128,32,2,2,4,1,0.953,55.207
[experiment] llama3_8b_num_mma_kv_2,1024,8,32,8,128,16,128,32,2,2,4,1,1.2069,56.939
[experiment] llama3_8b_num_mma_kv_2,1152,8,32,8,128,16,128,32,2,2,4,1,1.5132,57.478
[experiment] llama3_8b_num_mma_kv_2,1280,8,32,8,128,16,128,32,2,2,4,1,1.8447,58.205
[experiment] llama3_8b_num_mma_kv_2,1408,8,32,8,128,16,128,32,2,2,4,1,2.1801,59.594
[experiment] llama3_8b_num_mma_kv_2,1536,8,32,8,128,16,128,32,2,2,4,1,2.597,59.538
[experiment] llama3_8b_num_mma_kv_2,1664,8,32,8,128,16,128,32,2,2,4,1,3.0062,60.363
[experiment] llama3_8b_num_mma_kv_2,1792,8,32,8,128,16,128,32,2,2,4,1,3.442,61.142
[experiment] llama3_8b_num_mma_kv_2,1920,8,32,8,128,16,128,32,2,2,4,1,3.9072,61.832
[experiment] llama3_8b_num_mma_kv_2,2048,8,32,8,128,16,128,32,2,2,4,1,4.443,61.867
[experiment] llama3_8b_num_mma_kv_2,2176,8,32,8,128,16,128,32,2,2,4,1,5.0229,61.78
[experiment] llama3_8b_num_mma_kv_2,2304,8,32,8,128,16,128,32,2,2,4,1,5.6033,62.088
[experiment] llama3_8b_num_mma_kv_2,2432,8,32,8,128,16,128,32,2,2,4,1,6.2221,62.298
[experiment] llama3_8b_num_mma_kv_2,2560,8,32,8,128,16,128,32,2,2,4,1,6.8802,62.425
[experiment] llama3_8b_num_mma_kv_2,2688,8,32,8,128,16,128,32,2,2,4,1,7.5314,62.873
[experiment] llama3_8b_num_mma_kv_2,2816,8,32,8,128,16,128,32,2,2,4,1,8.2227,63.202
[experiment] llama3_8b_num_mma_kv_2,2944,8,32,8,128,16,128,32,2,2,4,1,8.9261,63.635
[experiment] llama3_8b_num_mma_kv_2,3072,8,32,8,128,16,128,32,2,2,4,1,9.6892,63.831
[experiment] llama3_8b_num_mma_kv_2,3200,8,32,8,128,16,128,32,2,2,4,1,10.4978,63.927
[experiment] llama3_8b_num_mma_kv_2,3328,8,32,8,128,16,128,32,2,2,4,1,11.319,64.126
[experiment] llama3_8b_num_mma_kv_2,3456,8,32,8,128,16,128,32,2,2,4,1,12.1855,64.237
[experiment] llama3_8b_num_mma_kv_2,3584,8,32,8,128,16,128,32,2,2,4,1,13.0494,64.51
[experiment] llama3_8b_num_mma_kv_2,3712,8,32,8,128,16,128,32,2,2,4,1,13.9653,64.661
[experiment] llama3_8b_num_mma_kv_2,3840,8,32,8,128,16,128,32,2,2,4,1,14.9709,64.55
[experiment] llama3_8b_num_mma_kv_2,3968,8,32,8,128,16,128,32,2,2,4,1,15.9752,64.592
[experiment] llama3_8b_num_mma_kv_2,4096,8,32,8,128,16,128,32,2,2,4,1,16.9895,64.717
[experiment] llama3_8b_num_mma_kv_2,4224,8,32,8,128,16,128,32,2,2,4,1,18.0485,64.787
[experiment] llama3_8b_num_mma_kv_2,4352,8,32,8,128,16,128,32,2,2,4,1,19.1196,64.92
[experiment] llama3_8b_num_mma_kv_2,4480,8,32,8,128,16,128,32,2,2,4,1,20.2015,65.111
[experiment] llama3_8b_num_mma_kv_2,4608,8,32,8,128,16,128,32,2,2,4,1,21.3395,65.211
[experiment] llama3_8b_num_mma_kv_2,4736,8,32,8,128,16,128,32,2,2,4,1,22.5316,65.24
[experiment] llama3_8b_num_mma_kv_2,4864,8,32,8,128,16,128,32,2,2,4,1,23.7338,65.328
[experiment] llama3_8b_num_mma_kv_2,4992,8,32,8,128,16,128,32,2,2,4,1,25.0483,65.201
[experiment] llama3_8b_num_mma_kv_2,5120,8,32,8,128,16,128,32,2,2,4,1,26.3387,65.227
[experiment] llama3_8b_num_mma_kv_2,5248,8,32,8,128,16,128,32,2,2,4,1,27.6387,65.305
[experiment] llama3_8b_num_mma_kv_2,5376,8,32,8,128,16,128,32,2,2,4,1,28.9617,65.399
[experiment] llama3_8b_num_mma_kv_2,5504,8,32,8,128,16,128,32,2,2,4,1,30.3354,65.447
[experiment] llama3_8b_num_mma_kv_2,5632,8,32,8,128,16,128,32,2,2,4,1,31.724,65.526
[experiment] llama3_8b_num_mma_kv_2,5760,8,32,8,128,16,128,32,2,2,4,1,33.1519,65.587
[experiment] llama3_8b_num_mma_kv_2,5888,8,32,8,128,16,128,32,2,2,4,1,34.6205,65.627
[experiment] llama3_8b_num_mma_kv_2,6016,8,32,8,128,16,128,32,2,2,4,1,36.1238,65.66
[experiment] llama3_8b_num_mma_kv_2,6144,8,32,8,128,16,128,32,2,2,4,1,37.6462,65.715
[experiment] llama3_8b_num_mma_kv_2,6272,8,32,8,128,16,128,32,2,2,4,1,39.1889,65.785
[experiment] llama3_8b_num_mma_kv_2,6400,8,32,8,128,16,128,32,2,2,4,1,40.7817,65.822
[experiment] llama3_8b_num_mma_kv_2,6528,8,32,8,128,16,128,32,2,2,4,1,42.3914,65.881
[experiment] llama3_8b_num_mma_kv_2,6656,8,32,8,128,16,128,32,2,2,4,1,44.0205,65.956
[experiment] llama3_8b_num_mma_kv_2,6784,8,32,8,128,16,128,32,2,2,4,1,45.7027,65.995
[experiment] llama3_8b_num_mma_kv_2,6912,8,32,8,128,16,128,32,2,2,4,1,47.4282,66.016
[experiment] llama3_8b_num_mma_kv_2,7040,8,32,8,128,16,128,32,2,2,4,1,49.1435,66.094
[experiment] llama3_8b_num_mma_kv_2,7168,8,32,8,128,16,128,32,2,2,4,1,50.9141,66.136
[experiment] llama3_8b_num_mma_kv_2,7296,8,32,8,128,16,128,32,2,2,4,1,52.7099,66.185
[experiment] llama3_8b_num_mma_kv_2,7424,8,32,8,128,16,128,32,2,2,4,1,54.5363,66.232
[experiment] llama3_8b_num_mma_kv_2,7552,8,32,8,128,16,128,32,2,2,4,1,56.4153,66.253
[experiment] llama3_8b_num_mma_kv_2,7680,8,32,8,128,16,128,32,2,2,4,1,58.3034,66.299
[experiment] llama3_8b_num_mma_kv_2,7808,8,32,8,128,16,128,32,2,2,4,1,60.0188,66.569
[experiment] llama3_8b_num_mma_kv_2,7936,8,32,8,128,16,128,32,2,2,4,1,61.9411,66.635
[experiment] llama3_8b_num_mma_kv_2,8064,8,32,8,128,16,128,32,2,2,4,1,63.914,66.678
[experiment] llama3_8b_num_mma_kv_2,8192,8,32,8,128,16,128,32,2,2,4,1,65.9192,66.719
[experiment] llama3_70b_num_mma_kv_2,128,8,64,8,128,16,128,32,2,2,4,1,0.093,23.089
[experiment] llama3_70b_num_mma_kv_2,256,8,64,8,128,16,128,32,2,2,4,1,0.2331,36.849
[experiment] llama3_70b_num_mma_kv_2,384,8,64,8,128,16,128,32,2,2,4,1,0.4367,44.258
[experiment] llama3_70b_num_mma_kv_2,512,8,64,8,128,16,128,32,2,2,4,1,0.6922,49.635
[experiment] llama3_70b_num_mma_kv_2,640,8,64,8,128,16,128,32,2,2,4,1,1.0118,53.058
[experiment] llama3_70b_num_mma_kv_2,768,8,64,8,128,16,128,32,2,2,4,1,1.4003,55.211
[experiment] llama3_70b_num_mma_kv_2,896,8,64,8,128,16,128,32,2,2,4,1,1.8805,55.958
[experiment] llama3_70b_num_mma_kv_2,1024,8,64,8,128,16,128,32,2,2,4,1,2.3798,57.751
[experiment] llama3_70b_num_mma_kv_2,1152,8,64,8,128,16,128,32,2,2,4,1,2.9772,58.427
[experiment] llama3_70b_num_mma_kv_2,1280,8,64,8,128,16,128,32,2,2,4,1,3.5912,59.798
[experiment] llama3_70b_num_mma_kv_2,1408,8,64,8,128,16,128,32,2,2,4,1,4.2825,60.676
[experiment] llama3_70b_num_mma_kv_2,1536,8,64,8,128,16,128,32,2,2,4,1,5.097,60.671
[experiment] llama3_70b_num_mma_kv_2,1664,8,64,8,128,16,128,32,2,2,4,1,5.9384,61.115
[experiment] llama3_70b_num_mma_kv_2,1792,8,64,8,128,16,128,32,2,2,4,1,6.8586,61.369
[experiment] llama3_70b_num_mma_kv_2,1920,8,64,8,128,16,128,32,2,2,4,1,7.7724,62.167
[experiment] llama3_70b_num_mma_kv_2,2048,8,64,8,128,16,128,32,2,2,4,1,8.7657,62.717
[experiment] llama3_70b_num_mma_kv_2,2176,8,64,8,128,16,128,32,2,2,4,1,9.8532,62.987
[experiment] llama3_70b_num_mma_kv_2,2304,8,64,8,128,16,128,32,2,2,4,1,11.0005,63.25
[experiment] llama3_70b_num_mma_kv_2,2432,8,64,8,128,16,128,32,2,2,4,1,12.2018,63.535
[experiment] llama3_70b_num_mma_kv_2,2560,8,64,8,128,16,128,32,2,2,4,1,13.4679,63.781
[experiment] llama3_70b_num_mma_kv_2,2688,8,64,8,128,16,128,32,2,2,4,1,14.7871,64.045
[experiment] llama3_70b_num_mma_kv_2,2816,8,64,8,128,16,128,32,2,2,4,1,16.2194,64.083
[experiment] llama3_70b_num_mma_kv_2,2944,8,64,8,128,16,128,32,2,2,4,1,17.7066,64.158
[experiment] llama3_70b_num_mma_kv_2,3072,8,64,8,128,16,128,32,2,2,4,1,19.2108,64.388
[experiment] llama3_70b_num_mma_kv_2,3200,8,64,8,128,16,128,32,2,2,4,1,20.7656,64.635
[experiment] llama3_70b_num_mma_kv_2,3328,8,64,8,128,16,128,32,2,2,4,1,22.4159,64.762
[experiment] llama3_70b_num_mma_kv_2,3456,8,64,8,128,16,128,32,2,2,4,1,24.1295,64.88
[experiment] llama3_70b_num_mma_kv_2,3584,8,64,8,128,16,128,32,2,2,4,1,25.8812,65.052
[experiment] llama3_70b_num_mma_kv_2,3712,8,64,8,128,16,128,32,2,2,4,1,27.7509,65.08
[experiment] llama3_70b_num_mma_kv_2,3840,8,64,8,128,16,128,32,2,2,4,1,29.6395,65.208
[experiment] llama3_70b_num_mma_kv_2,3968,8,64,8,128,16,128,32,2,2,4,1,31.5487,65.414
[experiment] llama3_70b_num_mma_kv_2,4096,8,64,8,128,16,128,32,2,2,4,1,33.6061,65.435
[experiment] llama3_70b_num_mma_kv_2,4224,8,64,8,128,16,128,32,2,2,4,1,35.6566,65.587
[experiment] llama3_70b_num_mma_kv_2,4352,8,64,8,128,16,128,32,2,2,4,1,37.8637,65.564
[experiment] llama3_70b_num_mma_kv_2,4480,8,64,8,128,16,128,32,2,2,4,1,40.0394,65.702
[experiment] llama3_70b_num_mma_kv_2,4608,8,64,8,128,16,128,32,2,2,4,1,42.3025,65.791
[experiment] llama3_70b_num_mma_kv_2,4736,8,64,8,128,16,128,32,2,2,4,1,44.6131,65.898
[experiment] llama3_70b_num_mma_kv_2,4864,8,64,8,128,16,128,32,2,2,4,1,47.0553,65.9
[experiment] llama3_70b_num_mma_kv_2,4992,8,64,8,128,16,128,32,2,2,4,1,49.4517,66.051
[experiment] llama3_70b_num_mma_kv_2,5120,8,64,8,128,16,128,32,2,2,4,1,51.979,66.103
[experiment] llama3_70b_num_mma_kv_2,5248,8,64,8,128,16,128,32,2,2,4,1,54.5708,66.151
[experiment] llama3_70b_num_mma_kv_2,5376,8,64,8,128,16,128,32,2,2,4,1,57.1833,66.246
[experiment] llama3_70b_num_mma_kv_2,5504,8,64,8,128,16,128,32,2,2,4,1,59.874,66.318
[experiment] llama3_70b_num_mma_kv_2,5632,8,64,8,128,16,128,32,2,2,4,1,62.5982,66.416
[experiment] llama3_70b_num_mma_kv_2,5760,8,64,8,128,16,128,32,2,2,4,1,65.4675,66.425
[experiment] llama3_70b_num_mma_kv_2,5888,8,64,8,128,16,128,32,2,2,4,1,68.3513,66.481
[experiment] llama3_70b_num_mma_kv_2,6016,8,64,8,128,16,128,32,2,2,4,1,71.3067,66.527
[experiment] llama3_70b_num_mma_kv_2,6144,8,64,8,128,16,128,32,2,2,4,1,74.3791,66.521
[experiment] llama3_70b_num_mma_kv_2,6272,8,64,8,128,16,128,32,2,2,4,1,77.3819,66.632
[experiment] llama3_70b_num_mma_kv_2,6400,8,64,8,128,16,128,32,2,2,4,1,80.5472,66.653
[experiment] llama3_70b_num_mma_kv_2,6528,8,64,8,128,16,128,32,2,2,4,1,83.7332,66.707
[experiment] llama3_70b_num_mma_kv_2,6656,8,64,8,128,16,128,32,2,2,4,1,86.9925,66.751
[experiment] llama3_70b_num_mma_kv_2,6784,8,64,8,128,16,128,32,2,2,4,1,90.3192,66.788
[experiment] llama3_70b_num_mma_kv_2,6912,8,64,8,128,16,128,32,2,2,4,1,93.6757,66.848
[experiment] llama3_70b_num_mma_kv_2,7040,8,64,8,128,16,128,32,2,2,4,1,97.157,66.862
[experiment] llama3_70b_num_mma_kv_2,7168,8,64,8,128,16,128,32,2,2,4,1,100.631,66.923
[experiment] llama3_70b_num_mma_kv_2,7296,8,64,8,128,16,128,32,2,2,4,1,104.2487,66.928
[experiment] llama3_70b_num_mma_kv_2,7424,8,64,8,128,16,128,32,2,2,4,1,107.9524,66.92
[experiment] llama3_70b_num_mma_kv_2,7552,8,64,8,128,16,128,32,2,2,4,1,111.5956,66.986
[experiment] llama3_70b_num_mma_kv_2,7680,8,64,8,128,16,128,32,2,2,4,1,115.3841,67.002
[experiment] llama3_70b_num_mma_kv_2,7808,8,64,8,128,16,128,32,2,2,4,1,119.1881,67.043
[experiment] llama3_70b_num_mma_kv_2,7936,8,64,8,128,16,128,32,2,2,4,1,123.1219,67.047
[experiment] llama3_70b_num_mma_kv_2,8064,8,64,8,128,16,128,32,2,2,4,1,127.0633,67.08
[experiment] llama3_70b_num_mma_kv_2,8192,8,64,8,128,16,128,32,2,2,4,1,131.1114,67.089
[experiment] llama3_8b_num_mma_kv_4,128,8,32,8,128,16,128,64,2,4,4,1,0.068,15.798
[experiment] llama3_8b_num_mma_kv_4,256,8,32,8,128,16,128,64,2,4,4,1,0.1625,26.43
[experiment] llama3_8b_num_mma_kv_4,384,8,32,8,128,16,128,64,2,4,4,1,0.2907,33.246
[experiment] llama3_8b_num_mma_kv_4,512,8,32,8,128,16,128,64,2,4,4,1,0.42,40.906
[experiment] llama3_8b_num_mma_kv_4,640,8,32,8,128,16,128,64,2,4,4,1,0.6022,44.576
[experiment] llama3_8b_num_mma_kv_4,768,8,32,8,128,16,128,64,2,4,4,1,0.8232,46.959
[experiment] llama3_8b_num_mma_kv_4,896,8,32,8,128,16,128,64,2,4,4,1,1.0747,48.957
[experiment] llama3_8b_num_mma_kv_4,1024,8,32,8,128,16,128,64,2,4,4,1,1.3543,50.744
[experiment] llama3_8b_num_mma_kv_4,1152,8,32,8,128,16,128,64,2,4,4,1,1.669,52.112
[experiment] llama3_8b_num_mma_kv_4,1280,8,32,8,128,16,128,64,2,4,4,1,2.0292,52.914
[experiment] llama3_8b_num_mma_kv_4,1408,8,32,8,128,16,128,64,2,4,4,1,2.4057,54.007
[experiment] llama3_8b_num_mma_kv_4,1536,8,32,8,128,16,128,64,2,4,4,1,2.8315,54.607
[experiment] llama3_8b_num_mma_kv_4,1664,8,32,8,128,16,128,64,2,4,4,1,3.2628,55.615
[experiment] llama3_8b_num_mma_kv_4,1792,8,32,8,128,16,128,64,2,4,4,1,3.7359,56.333
[experiment] llama3_8b_num_mma_kv_4,1920,8,32,8,128,16,128,64,2,4,4,1,4.2418,56.954
[experiment] llama3_8b_num_mma_kv_4,2048,8,32,8,128,16,128,64,2,4,4,1,4.8227,56.996
[experiment] llama3_8b_num_mma_kv_4,2176,8,32,8,128,16,128,64,2,4,4,1,5.4572,56.863
[experiment] llama3_8b_num_mma_kv_4,2304,8,32,8,128,16,128,64,2,4,4,1,6.0858,57.165
[experiment] llama3_8b_num_mma_kv_4,2432,8,32,8,128,16,128,64,2,4,4,1,6.7456,57.463
[experiment] llama3_8b_num_mma_kv_4,2560,8,32,8,128,16,128,64,2,4,4,1,7.4293,57.811
[experiment] llama3_8b_num_mma_kv_4,2688,8,32,8,128,16,128,64,2,4,4,1,8.1438,58.145
[experiment] llama3_8b_num_mma_kv_4,2816,8,32,8,128,16,128,64,2,4,4,1,8.8476,58.738
[experiment] llama3_8b_num_mma_kv_4,2944,8,32,8,128,16,128,64,2,4,4,1,9.6242,59.019
[experiment] llama3_8b_num_mma_kv_4,3072,8,32,8,128,16,128,64,2,4,4,1,10.4393,59.245
[experiment] llama3_8b_num_mma_kv_4,3200,8,32,8,128,16,128,64,2,4,4,1,11.2892,59.445
[experiment] llama3_8b_num_mma_kv_4,3328,8,32,8,128,16,128,64,2,4,4,1,12.166,59.662
[experiment] llama3_8b_num_mma_kv_4,3456,8,32,8,128,16,128,64,2,4,4,1,13.0835,59.828
[experiment] llama3_8b_num_mma_kv_4,3584,8,32,8,128,16,128,64,2,4,4,1,14.0181,60.052
[experiment] llama3_8b_num_mma_kv_4,3712,8,32,8,128,16,128,64,2,4,4,1,15.0071,60.172
[experiment] llama3_8b_num_mma_kv_4,3840,8,32,8,128,16,128,64,2,4,4,1,16.0286,60.29
[experiment] llama3_8b_num_mma_kv_4,3968,8,32,8,128,16,128,64,2,4,4,1,17.1022,60.335
[experiment] llama3_8b_num_mma_kv_4,4096,8,32,8,128,16,128,64,2,4,4,1,18.1944,60.431
[experiment] llama3_8b_num_mma_kv_4,4224,8,32,8,128,16,128,64,2,4,4,1,19.2844,60.635
[experiment] llama3_8b_num_mma_kv_4,4352,8,32,8,128,16,128,64,2,4,4,1,20.425,60.771
[experiment] llama3_8b_num_mma_kv_4,4480,8,32,8,128,16,128,64,2,4,4,1,21.6105,60.865
[experiment] llama3_8b_num_mma_kv_4,4608,8,32,8,128,16,128,64,2,4,4,1,22.8216,60.976
[experiment] llama3_8b_num_mma_kv_4,4736,8,32,8,128,16,128,64,2,4,4,1,24.0534,61.112
[experiment] llama3_8b_num_mma_kv_4,4864,8,32,8,128,16,128,64,2,4,4,1,25.3129,61.253
[experiment] llama3_8b_num_mma_kv_4,4992,8,32,8,128,16,128,64,2,4,4,1,26.6404,61.304
[experiment] llama3_8b_num_mma_kv_4,5120,8,32,8,128,16,128,64,2,4,4,1,28.0482,61.251
[experiment] llama3_8b_num_mma_kv_4,5248,8,32,8,128,16,128,64,2,4,4,1,29.3988,61.396
[experiment] llama3_8b_num_mma_kv_4,5376,8,32,8,128,16,128,64,2,4,4,1,30.7938,61.508
[experiment] llama3_8b_num_mma_kv_4,5504,8,32,8,128,16,128,64,2,4,4,1,32.2478,61.565
[experiment] llama3_8b_num_mma_kv_4,5632,8,32,8,128,16,128,64,2,4,4,1,33.729,61.631
[experiment] llama3_8b_num_mma_kv_4,5760,8,32,8,128,16,128,64,2,4,4,1,35.2046,61.763
[experiment] llama3_8b_num_mma_kv_4,5888,8,32,8,128,16,128,64,2,4,4,1,36.7877,61.761
[experiment] llama3_8b_num_mma_kv_4,6016,8,32,8,128,16,128,64,2,4,4,1,38.3731,61.811
[experiment] llama3_8b_num_mma_kv_4,6144,8,32,8,128,16,128,64,2,4,4,1,39.9806,61.877
[experiment] llama3_8b_num_mma_kv_4,6272,8,32,8,128,16,128,64,2,4,4,1,41.5977,61.976
[experiment] llama3_8b_num_mma_kv_4,6400,8,32,8,128,16,128,64,2,4,4,1,43.3117,61.978
[experiment] llama3_8b_num_mma_kv_4,6528,8,32,8,128,16,128,64,2,4,4,1,45.0239,62.029
[experiment] llama3_8b_num_mma_kv_4,6656,8,32,8,128,16,128,64,2,4,4,1,46.7404,62.118
[experiment] llama3_8b_num_mma_kv_4,6784,8,32,8,128,16,128,64,2,4,4,1,48.549,62.126
[experiment] llama3_8b_num_mma_kv_4,6912,8,32,8,128,16,128,64,2,4,4,1,50.3387,62.199
[experiment] llama3_8b_num_mma_kv_4,7040,8,32,8,128,16,128,64,2,4,4,1,52.1925,62.233
[experiment] llama3_8b_num_mma_kv_4,7168,8,32,8,128,16,128,64,2,4,4,1,54.0639,62.283
[experiment] llama3_8b_num_mma_kv_4,7296,8,32,8,128,16,128,64,2,4,4,1,55.9417,62.361
[experiment] llama3_8b_num_mma_kv_4,7424,8,32,8,128,16,128,64,2,4,4,1,57.9025,62.382
[experiment] llama3_8b_num_mma_kv_4,7552,8,32,8,128,16,128,64,2,4,4,1,59.8522,62.449
[experiment] llama3_8b_num_mma_kv_4,7680,8,32,8,128,16,128,64,2,4,4,1,61.8515,62.496
[experiment] llama3_8b_num_mma_kv_4,7808,8,32,8,128,16,128,64,2,4,4,1,63.8961,62.53
[experiment] llama3_8b_num_mma_kv_4,7936,8,32,8,128,16,128,64,2,4,4,1,65.9653,62.57
[experiment] llama3_8b_num_mma_kv_4,8064,8,32,8,128,16,128,64,2,4,4,1,68.0809,62.597
[experiment] llama3_8b_num_mma_kv_4,8192,8,32,8,128,16,128,64,2,4,4,1,70.1899,62.659
[experiment] llama3_70b_num_mma_kv_4,128,8,64,8,128,16,128,64,2,4,4,1,0.1188,18.077
[experiment] llama3_70b_num_mma_kv_4,256,8,64,8,128,16,128,64,2,4,4,1,0.2999,28.639
[experiment] llama3_70b_num_mma_kv_4,384,8,64,8,128,16,128,64,2,4,4,1,0.5573,34.68
[experiment] llama3_70b_num_mma_kv_4,512,8,64,8,128,16,128,64,2,4,4,1,0.8209,41.856
[experiment] llama3_70b_num_mma_kv_4,640,8,64,8,128,16,128,64,2,4,4,1,1.1788,45.545
[experiment] llama3_70b_num_mma_kv_4,768,8,64,8,128,16,128,64,2,4,4,1,1.6105,48.003
[experiment] llama3_70b_num_mma_kv_4,896,8,64,8,128,16,128,64,2,4,4,1,2.1383,49.21
[experiment] llama3_70b_num_mma_kv_4,1024,8,64,8,128,16,128,64,2,4,4,1,2.6811,51.263
[experiment] llama3_70b_num_mma_kv_4,1152,8,64,8,128,16,128,64,2,4,4,1,3.3373,52.122
[experiment] llama3_70b_num_mma_kv_4,1280,8,64,8,128,16,128,64,2,4,4,1,4.014,53.499
[experiment] llama3_70b_num_mma_kv_4,1408,8,64,8,128,16,128,64,2,4,4,1,4.7944,54.198
[experiment] llama3_70b_num_mma_kv_4,1536,8,64,8,128,16,128,64,2,4,4,1,5.6528,54.705
[experiment] llama3_70b_num_mma_kv_4,1664,8,64,8,128,16,128,64,2,4,4,1,6.5642,55.288
[experiment] llama3_70b_num_mma_kv_4,1792,8,64,8,128,16,128,64,2,4,4,1,7.5057,56.078
[experiment] llama3_70b_num_mma_kv_4,1920,8,64,8,128,16,128,64,2,4,4,1,8.5182,56.724
[experiment] llama3_70b_num_mma_kv_4,2048,8,64,8,128,16,128,64,2,4,4,1,9.5952,57.295
[experiment] llama3_70b_num_mma_kv_4,2176,8,64,8,128,16,128,64,2,4,4,1,10.7685,57.633
[experiment] llama3_70b_num_mma_kv_4,2304,8,64,8,128,16,128,64,2,4,4,1,11.9985,57.989
[experiment] llama3_70b_num_mma_kv_4,2432,8,64,8,128,16,128,64,2,4,4,1,13.277,58.39
[experiment] llama3_70b_num_mma_kv_4,2560,8,64,8,128,16,128,64,2,4,4,1,14.6188,58.76
[experiment] llama3_70b_num_mma_kv_4,2688,8,64,8,128,16,128,64,2,4,4,1,16.0806,58.893
[experiment] llama3_70b_num_mma_kv_4,2816,8,64,8,128,16,128,64,2,4,4,1,17.6009,59.053
[experiment] llama3_70b_num_mma_kv_4,2944,8,64,8,128,16,128,64,2,4,4,1,19.1586,59.296
[experiment] llama3_70b_num_mma_kv_4,3072,8,64,8,128,16,128,64,2,4,4,1,20.7542,59.6
[experiment] llama3_70b_num_mma_kv_4,3200,8,64,8,128,16,128,64,2,4,4,1,22.4494,59.787
[experiment] llama3_70b_num_mma_kv_4,3328,8,64,8,128,16,128,64,2,4,4,1,24.1948,60.0
[experiment] llama3_70b_num_mma_kv_4,3456,8,64,8,128,16,128,64,2,4,4,1,26.0247,60.155
[experiment] llama3_70b_num_mma_kv_4,3584,8,64,8,128,16,128,64,2,4,4,1,27.9493,60.239
[experiment] llama3_70b_num_mma_kv_4,3712,8,64,8,128,16,128,64,2,4,4,1,29.8986,60.405
[experiment] llama3_70b_num_mma_kv_4,3840,8,64,8,128,16,128,64,2,4,4,1,31.9041,60.58
[experiment] llama3_70b_num_mma_kv_4,3968,8,64,8,128,16,128,64,2,4,4,1,33.9953,60.706
[experiment] llama3_70b_num_mma_kv_4,4096,8,64,8,128,16,128,64,2,4,4,1,36.1347,60.856
[experiment] llama3_70b_num_mma_kv_4,4224,8,64,8,128,16,128,64,2,4,4,1,38.3812,60.931
[experiment] llama3_70b_num_mma_kv_4,4352,8,64,8,128,16,128,64,2,4,4,1,40.6734,61.035
[experiment] llama3_70b_num_mma_kv_4,4480,8,64,8,128,16,128,64,2,4,4,1,43.0144,61.158
[experiment] llama3_70b_num_mma_kv_4,4608,8,64,8,128,16,128,64,2,4,4,1,45.4153,61.282
[experiment] llama3_70b_num_mma_kv_4,4736,8,64,8,128,16,128,64,2,4,4,1,47.9123,61.36
[experiment] llama3_70b_num_mma_kv_4,4864,8,64,8,128,16,128,64,2,4,4,1,50.4515,61.464
[experiment] llama3_70b_num_mma_kv_4,4992,8,64,8,128,16,128,64,2,4,4,1,53.0951,61.518
[experiment] llama3_70b_num_mma_kv_4,5120,8,64,8,128,16,128,64,2,4,4,1,55.7665,61.614
[experiment] llama3_70b_num_mma_kv_4,5248,8,64,8,128,16,128,64,2,4,4,1,58.5254,61.681
[experiment] llama3_70b_num_mma_kv_4,5376,8,64,8,128,16,128,64,2,4,4,1,61.3226,61.774
[experiment] llama3_70b_num_mma_kv_4,5504,8,64,8,128,16,128,64,2,4,4,1,64.206,61.843
[experiment] llama3_70b_num_mma_kv_4,5632,8,64,8,128,16,128,64,2,4,4,1,67.1677,61.898
[experiment] llama3_70b_num_mma_kv_4,5760,8,64,8,128,16,128,64,2,4,4,1,70.1995,61.947
[experiment] llama3_70b_num_mma_kv_4,5888,8,64,8,128,16,128,64,2,4,4,1,73.2297,62.052
[experiment] llama3_70b_num_mma_kv_4,6016,8,64,8,128,16,128,64,2,4,4,1,76.4023,62.09
[experiment] llama3_70b_num_mma_kv_4,6144,8,64,8,128,16,128,64,2,4,4,1,79.6458,62.123
[experiment] llama3_70b_num_mma_kv_4,6272,8,64,8,128,16,128,64,2,4,4,1,82.9056,62.193
[experiment] llama3_70b_num_mma_kv_4,6400,8,64,8,128,16,128,64,2,4,4,1,86.223,62.265
[experiment] llama3_70b_num_mma_kv_4,6528,8,64,8,128,16,128,64,2,4,4,1,89.6409,62.311
[experiment] llama3_70b_num_mma_kv_4,6656,8,64,8,128,16,128,64,2,4,4,1,93.0927,62.377
[experiment] llama3_70b_num_mma_kv_4,6784,8,64,8,128,16,128,64,2,4,4,1,96.6347,62.424
[experiment] llama3_70b_num_mma_kv_4,6912,8,64,8,128,16,128,64,2,4,4,1,100.252,62.463
[experiment] llama3_70b_num_mma_kv_4,7040,8,64,8,128,16,128,64,2,4,4,1,103.9466,62.495
[experiment] llama3_70b_num_mma_kv_4,7168,8,64,8,128,16,128,64,2,4,4,1,107.6904,62.536
[experiment] llama3_70b_num_mma_kv_4,7296,8,64,8,128,16,128,64,2,4,4,1,111.5215,62.563
[experiment] llama3_70b_num_mma_kv_4,7424,8,64,8,128,16,128,64,2,4,4,1,115.3906,62.606
[experiment] llama3_70b_num_mma_kv_4,7552,8,64,8,128,16,128,64,2,4,4,1,119.3465,62.636
