label,kv_len,batch_size,num_qo_heads,num_kv_heads,head_dim,page_size,dtype,use_tensor_cores,backend,fixed_split_size,requested_fixed_split_size,target_split_k,split_k_count,disable_split_kv,split_kv,kv_chunk_size_tokens,kv_chunk_size_pages,num_chunks_kv,CTA_TILE_Q,CTA_TILE_KV,NUM_MMA_Q,NUM_MMA_KV,NUM_WARPS_Q,NUM_WARPS_KV,ms,tflops,gb_per_s_est
[baseline_before] llama3_8b_float16_split_k_7,3072,16,32,8,128,16,fp16,1,fa2,28,,7,7,0,1,448,28,7,16,64,1,1,1,4,0.24535,3.282,820.6
[baseline_before] llama3_8b_float16_split_k_7,3200,16,32,8,128,16,fp16,1,fa2,29,,7,7,0,1,464,29,7,16,64,1,1,1,4,0.25657,3.27,817.4
[baseline_before] llama3_8b_float16_split_k_7,3328,16,32,8,128,16,fp16,1,fa2,30,,7,7,0,1,480,30,7,16,64,1,1,1,4,0.2651,3.291,822.7
[baseline_before] llama3_8b_float16_split_k_7,3456,16,32,8,128,16,fp16,1,fa2,31,,7,7,0,1,496,31,7,16,64,1,1,1,4,0.27411,3.305,826.3
[baseline_before] llama3_8b_float16_split_k_7,3584,16,32,8,128,16,fp16,1,fa2,32,,7,7,0,1,512,32,7,16,64,1,1,1,4,0.28265,3.324,831.0
[baseline_before] llama3_8b_float16_split_k_7,3712,16,32,8,128,16,fp16,1,fa2,34,,7,7,0,1,544,34,7,16,64,1,1,1,4,0.29303,3.321,830.2
[baseline_before] llama3_8b_float16_split_k_7,3840,16,32,8,128,16,fp16,1,fa2,35,,7,7,0,1,560,35,7,16,64,1,1,1,4,0.30224,3.331,832.6
[baseline_before] llama3_8b_float16_split_k_7,3968,16,32,8,128,16,fp16,1,fa2,36,,7,7,0,1,576,36,7,16,64,1,1,1,4,0.31107,3.344,836.0
[baseline_before] llama3_8b_float16_split_k_7,4096,16,32,8,128,16,fp16,1,fa2,37,,7,7,0,1,592,37,7,16,64,1,1,1,4,0.32275,3.327,831.7
[baseline_before] llama3_8b_float16_split_k_7,4224,16,32,8,128,16,fp16,1,fa2,38,,7,7,0,1,608,38,7,16,64,1,1,1,4,0.3306,3.349,837.3
[baseline_before] llama3_8b_float16_split_k_7,4352,16,32,8,128,16,fp16,1,fa2,39,,7,7,0,1,624,39,7,16,64,1,1,1,4,0.34021,3.353,838.3
[baseline_before] llama3_8b_float16_split_k_7,4480,16,32,8,128,16,fp16,1,fa2,40,,7,7,0,1,640,40,7,16,64,1,1,1,4,0.34898,3.365,841.3
[baseline_before] llama3_8b_float16_split_k_7,4608,16,32,8,128,16,fp16,1,fa2,42,,7,7,0,1,672,42,7,16,64,1,1,1,4,0.36003,3.355,838.8
[baseline_before] llama3_8b_float16_split_k_7,4736,16,32,8,128,16,fp16,1,fa2,43,,7,7,0,1,688,43,7,16,64,1,1,1,4,0.36824,3.372,842.9
[baseline_before] llama3_8b_float16_split_k_7,4864,16,32,8,128,16,fp16,1,fa2,44,,7,7,0,1,704,44,7,16,64,1,1,1,4,0.37722,3.38,845.0
[baseline_before] llama3_8b_float16_split_k_7,4992,16,32,8,128,16,fp16,1,fa2,45,,7,7,0,1,720,45,7,16,64,1,1,1,4,0.38854,3.368,842.0
[baseline_before] llama3_8b_float16_split_k_7,5120,16,32,8,128,16,fp16,1,fa2,46,,7,7,0,1,736,46,7,16,64,1,1,1,4,0.39743,3.377,844.3
[baseline_before] llama3_8b_float16_split_k_7,5248,16,32,8,128,16,fp16,1,fa2,47,,7,7,0,1,752,47,7,16,64,1,1,1,4,0.40631,3.386,846.5
[baseline_before] llama3_8b_float16_split_k_7,5376,16,32,8,128,16,fp16,1,fa2,48,,7,7,0,1,768,48,7,16,64,1,1,1,4,0.41486,3.397,849.3
[baseline_before] llama3_8b_float16_split_k_7,5504,16,32,8,128,16,fp16,1,fa2,50,,7,7,0,1,800,50,7,16,64,1,1,1,4,0.42492,3.396,848.9
[baseline_before] llama3_8b_float16_split_k_7,5632,16,32,8,128,16,fp16,1,fa2,51,,7,7,0,1,816,51,7,16,64,1,1,1,4,0.43451,3.398,849.5
[baseline_before] llama3_8b_float16_split_k_7,5760,16,32,8,128,16,fp16,1,fa2,52,,7,7,0,1,832,52,7,16,64,1,1,1,4,0.44362,3.404,850.9
[baseline_before] llama3_8b_float16_split_k_7,5888,16,32,8,128,16,fp16,1,fa2,53,,7,7,0,1,848,53,7,16,64,1,1,1,4,0.45418,3.398,849.6
[baseline_before] llama3_8b_float16_split_k_7,6016,16,32,8,128,16,fp16,1,fa2,54,,7,7,0,1,864,54,7,16,64,1,1,1,4,0.46285,3.407,851.8
[baseline_before] llama3_8b_float16_split_k_7,6144,16,32,8,128,16,fp16,1,fa2,55,,7,7,0,1,880,55,7,16,64,1,1,1,4,0.47206,3.412,853.0
[baseline_before] llama3_8b_float16_split_k_7,6272,16,32,8,128,16,fp16,1,fa2,56,,7,7,0,1,896,56,7,16,64,1,1,1,4,0.48109,3.418,854.4
[baseline_before] llama3_8b_float16_split_k_7,6400,16,32,8,128,16,fp16,1,fa2,58,,7,7,0,1,928,58,7,16,64,1,1,1,4,0.49271,3.405,851.3
[baseline_before] llama3_8b_float16_split_k_7,6528,16,32,8,128,16,fp16,1,fa2,59,,7,7,0,1,944,59,7,16,64,1,1,1,4,0.50033,3.42,855.1
[baseline_before] llama3_8b_float16_split_k_7,6656,16,32,8,128,16,fp16,1,fa2,60,,7,7,0,1,960,60,7,16,64,1,1,1,4,0.50991,3.422,855.5
[baseline_before] llama3_8b_float16_split_k_7,6784,16,32,8,128,16,fp16,1,fa2,61,,7,7,0,1,976,61,7,16,64,1,1,1,4,0.52036,3.418,854.4
[baseline_before] llama3_8b_float16_split_k_7,6912,16,32,8,128,16,fp16,1,fa2,62,,7,7,0,1,992,62,7,16,64,1,1,1,4,0.52877,3.427,856.7
[baseline_before] llama3_8b_float16_split_k_7,7040,16,32,8,128,16,fp16,1,fa2,63,,7,7,0,1,1008,63,7,16,64,1,1,1,4,0.53826,3.429,857.2
[baseline_before] llama3_8b_float16_split_k_7,7168,16,32,8,128,16,fp16,1,fa2,64,,7,7,0,1,1024,64,7,16,64,1,1,1,4,0.54704,3.435,858.7
[baseline_before] llama3_8b_float16_split_k_7,7296,16,32,8,128,16,fp16,1,fa2,66,,7,7,0,1,1056,66,7,16,64,1,1,1,4,0.55735,3.432,857.9
[baseline_before] llama3_8b_float16_split_k_7,7424,16,32,8,128,16,fp16,1,fa2,67,,7,7,0,1,1072,67,7,16,64,1,1,1,4,0.56715,3.431,857.9
[baseline_before] llama3_8b_float16_split_k_7,7552,16,32,8,128,16,fp16,1,fa2,68,,7,7,0,1,1088,68,7,16,64,1,1,1,4,0.57537,3.441,860.2
[baseline_before] llama3_8b_float16_split_k_7,7680,16,32,8,128,16,fp16,1,fa2,69,,7,7,0,1,1104,69,7,16,64,1,1,1,4,0.58572,3.437,859.3
[baseline_before] llama3_8b_float16_split_k_7,7808,16,32,8,128,16,fp16,1,fa2,70,,7,7,0,1,1120,70,7,16,64,1,1,1,4,0.59579,3.435,858.9
[baseline_before] llama3_8b_float16_split_k_7,7936,16,32,8,128,16,fp16,1,fa2,71,,7,7,0,1,1136,71,7,16,64,1,1,1,4,0.60425,3.443,860.7
[baseline_before] llama3_8b_float16_split_k_7,8064,16,32,8,128,16,fp16,1,fa2,72,,7,7,0,1,1152,72,7,16,64,1,1,1,4,0.61256,3.451,862.7
[baseline_before] llama3_8b_float16_split_k_7,8192,16,32,8,128,16,fp16,1,fa2,74,,7,7,0,1,1184,74,7,16,64,1,1,1,4,0.62474,3.437,859.3
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,128,16,32,8,128,16,fp16,1,fa2,2,,7,7,0,1,32,2,4,16,64,1,1,1,4,0.0505,0.664,166.1
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,256,16,32,8,128,16,fp16,1,fa2,3,,7,7,0,1,48,3,6,16,64,1,1,1,4,0.05103,1.315,328.8
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,384,16,32,8,128,16,fp16,1,fa2,4,,7,7,0,1,64,4,6,16,64,1,1,1,4,0.05266,1.912,477.9
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,512,16,32,8,128,16,fp16,1,fa2,5,,7,7,0,1,80,5,7,16,64,1,1,1,4,0.06212,2.16,540.1
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,640,16,32,8,128,16,fp16,1,fa2,6,,7,7,0,1,96,6,7,16,64,1,1,1,4,0.06674,2.514,628.5
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,768,16,32,8,128,16,fp16,1,fa2,7,,7,7,0,1,112,7,7,16,64,1,1,1,4,0.07492,2.687,671.8
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,896,16,32,8,128,16,fp16,1,fa2,8,,7,7,0,1,128,8,7,16,64,1,1,1,4,0.08326,2.821,705.2
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,1024,16,32,8,128,16,fp16,1,fa2,10,,7,7,0,1,160,10,7,16,64,1,1,1,4,0.09357,2.869,717.2
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,1152,16,32,8,128,16,fp16,1,fa2,11,,7,7,0,1,176,11,7,16,64,1,1,1,4,0.1028,2.938,734.4
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,1280,16,32,8,128,16,fp16,1,fa2,12,,7,7,0,1,192,12,7,16,64,1,1,1,4,0.11203,2.995,748.8
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,1408,16,32,8,128,16,fp16,1,fa2,13,,7,7,0,1,208,13,7,16,64,1,1,1,4,0.12376,2.982,745.6
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,1536,16,32,8,128,16,fp16,1,fa2,14,,7,7,0,1,224,14,7,16,64,1,1,1,4,0.13262,3.036,759.0
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,1664,16,32,8,128,16,fp16,1,fa2,15,,7,7,0,1,240,15,7,16,64,1,1,1,4,0.14133,3.086,771.6
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,1792,16,32,8,128,16,fp16,1,fa2,16,,7,7,0,1,256,16,7,16,64,1,1,1,4,0.1505,3.121,780.4
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,1920,16,32,8,128,16,fp16,1,fa2,18,,7,7,0,1,288,18,7,16,64,1,1,1,4,0.16025,3.141,785.2
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,2048,16,32,8,128,16,fp16,1,fa2,19,,7,7,0,1,304,19,7,16,64,1,1,1,4,0.16983,3.161,790.3
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,2176,16,32,8,128,16,fp16,1,fa2,20,,7,7,0,1,320,20,7,16,64,1,1,1,4,0.17919,3.183,795.8
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,2304,16,32,8,128,16,fp16,1,fa2,21,,7,7,0,1,336,21,7,16,64,1,1,1,4,0.19137,3.156,789.0
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,2432,16,32,8,128,16,fp16,1,fa2,22,,7,7,0,1,352,22,7,16,64,1,1,1,4,0.19929,3.199,799.7
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,2560,16,32,8,128,16,fp16,1,fa2,23,,7,7,0,1,368,23,7,16,64,1,1,1,4,0.20789,3.228,807.0
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,2688,16,32,8,128,16,fp16,1,fa2,24,,7,7,0,1,384,24,7,16,64,1,1,1,4,0.21657,3.254,813.4
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,2816,16,32,8,128,16,fp16,1,fa2,26,,7,7,0,1,416,26,7,16,64,1,1,1,4,0.22675,3.255,813.9
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,2944,16,32,8,128,16,fp16,1,fa2,27,,7,7,0,1,432,27,7,16,64,1,1,1,4,0.23588,3.272,817.9
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,3072,16,32,8,128,16,fp16,1,fa2,28,,7,7,0,1,448,28,7,16,64,1,1,1,4,0.24521,3.284,821.0
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,3200,16,32,8,128,16,fp16,1,fa2,29,,7,7,0,1,464,29,7,16,64,1,1,1,4,0.25672,3.268,816.9
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,3328,16,32,8,128,16,fp16,1,fa2,30,,7,7,0,1,480,30,7,16,64,1,1,1,4,0.26537,3.287,821.9
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,3456,16,32,8,128,16,fp16,1,fa2,31,,7,7,0,1,496,31,7,16,64,1,1,1,4,0.27417,3.304,826.1
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,3584,16,32,8,128,16,fp16,1,fa2,32,,7,7,0,1,512,32,7,16,64,1,1,1,4,0.28282,3.322,830.5
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,3712,16,32,8,128,16,fp16,1,fa2,34,,7,7,0,1,544,34,7,16,64,1,1,1,4,0.29297,3.321,830.4
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,3840,16,32,8,128,16,fp16,1,fa2,35,,7,7,0,1,560,35,7,16,64,1,1,1,4,0.30202,3.333,833.2
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,3968,16,32,8,128,16,fp16,1,fa2,36,,7,7,0,1,576,36,7,16,64,1,1,1,4,0.31138,3.341,835.1
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,4096,16,32,8,128,16,fp16,1,fa2,37,,7,7,0,1,592,37,7,16,64,1,1,1,4,0.32291,3.325,831.3
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,4224,16,32,8,128,16,fp16,1,fa2,38,,7,7,0,1,608,38,7,16,64,1,1,1,4,0.33071,3.348,837.1
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,4352,16,32,8,128,16,fp16,1,fa2,39,,7,7,0,1,624,39,7,16,64,1,1,1,4,0.34027,3.353,838.2
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,4480,16,32,8,128,16,fp16,1,fa2,40,,7,7,0,1,640,40,7,16,64,1,1,1,4,0.34883,3.367,841.7
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,4608,16,32,8,128,16,fp16,1,fa2,42,,7,7,0,1,672,42,7,16,64,1,1,1,4,0.36011,3.354,838.6
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,4736,16,32,8,128,16,fp16,1,fa2,43,,7,7,0,1,688,43,7,16,64,1,1,1,4,0.3684,3.37,842.5
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,4864,16,32,8,128,16,fp16,1,fa2,44,,7,7,0,1,704,44,7,16,64,1,1,1,4,0.37725,3.38,845.0
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,4992,16,32,8,128,16,fp16,1,fa2,45,,7,7,0,1,720,45,7,16,64,1,1,1,4,0.38832,3.37,842.5
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,5120,16,32,8,128,16,fp16,1,fa2,46,,7,7,0,1,736,46,7,16,64,1,1,1,4,0.39751,3.376,844.1
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,5248,16,32,8,128,16,fp16,1,fa2,47,,7,7,0,1,752,47,7,16,64,1,1,1,4,0.40645,3.385,846.2
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,5376,16,32,8,128,16,fp16,1,fa2,48,,7,7,0,1,768,48,7,16,64,1,1,1,4,0.41508,3.395,848.8
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,5504,16,32,8,128,16,fp16,1,fa2,50,,7,7,0,1,800,50,7,16,64,1,1,1,4,0.42494,3.395,848.8
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,5632,16,32,8,128,16,fp16,1,fa2,51,,7,7,0,1,816,51,7,16,64,1,1,1,4,0.4346,3.397,849.3
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,5760,16,32,8,128,16,fp16,1,fa2,52,,7,7,0,1,832,52,7,16,64,1,1,1,4,0.44384,3.402,850.5
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,5888,16,32,8,128,16,fp16,1,fa2,53,,7,7,0,1,848,53,7,16,64,1,1,1,4,0.45455,3.396,848.9
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,6016,16,32,8,128,16,fp16,1,fa2,54,,7,7,0,1,864,54,7,16,64,1,1,1,4,0.46281,3.408,851.9
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,6144,16,32,8,128,16,fp16,1,fa2,55,,7,7,0,1,880,55,7,16,64,1,1,1,4,0.47174,3.414,853.5
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,6272,16,32,8,128,16,fp16,1,fa2,56,,7,7,0,1,896,56,7,16,64,1,1,1,4,0.48139,3.415,853.9
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,6400,16,32,8,128,16,fp16,1,fa2,58,,7,7,0,1,928,58,7,16,64,1,1,1,4,0.49168,3.412,853.1
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,6528,16,32,8,128,16,fp16,1,fa2,59,,7,7,0,1,944,59,7,16,64,1,1,1,4,0.49996,3.423,855.7
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,6656,16,32,8,128,16,fp16,1,fa2,60,,7,7,0,1,960,60,7,16,64,1,1,1,4,0.50989,3.422,855.5
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,6784,16,32,8,128,16,fp16,1,fa2,61,,7,7,0,1,976,61,7,16,64,1,1,1,4,0.52069,3.415,853.9
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,6912,16,32,8,128,16,fp16,1,fa2,62,,7,7,0,1,992,62,7,16,64,1,1,1,4,0.52879,3.427,856.6
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,7040,16,32,8,128,16,fp16,1,fa2,63,,7,7,0,1,1008,63,7,16,64,1,1,1,4,0.53841,3.428,856.9
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,7168,16,32,8,128,16,fp16,1,fa2,64,,7,7,0,1,1024,64,7,16,64,1,1,1,4,0.54736,3.433,858.2
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,7296,16,32,8,128,16,fp16,1,fa2,66,,7,7,0,1,1056,66,7,16,64,1,1,1,4,0.55736,3.432,857.9
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,7424,16,32,8,128,16,fp16,1,fa2,67,,7,7,0,1,1072,67,7,16,64,1,1,1,4,0.56719,3.431,857.8
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,7552,16,32,8,128,16,fp16,1,fa2,68,,7,7,0,1,1088,68,7,16,64,1,1,1,4,0.57551,3.44,860.0
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,7680,16,32,8,128,16,fp16,1,fa2,69,,7,7,0,1,1104,69,7,16,64,1,1,1,4,0.58572,3.437,859.3
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,7808,16,32,8,128,16,fp16,1,fa2,70,,7,7,0,1,1120,70,7,16,64,1,1,1,4,0.59539,3.438,859.5
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,7936,16,32,8,128,16,fp16,1,fa2,71,,7,7,0,1,1136,71,7,16,64,1,1,1,4,0.60455,3.441,860.3
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,8064,16,32,8,128,16,fp16,1,fa2,72,,7,7,0,1,1152,72,7,16,64,1,1,1,4,0.61232,3.452,863.1
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_1,8192,16,32,8,128,16,fp16,1,fa2,74,,7,7,0,1,1184,74,7,16,64,1,1,1,4,0.62476,3.437,859.3
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,128,16,32,8,128,16,fp16,1,fa2,2,,7,7,0,1,32,2,4,16,128,1,2,1,4,0.05129,0.654,163.6
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,256,16,32,8,128,16,fp16,1,fa2,3,,7,7,0,1,48,3,6,16,128,1,2,1,4,0.06567,1.022,255.5
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,384,16,32,8,128,16,fp16,1,fa2,4,,7,7,0,1,64,4,6,16,128,1,2,1,4,0.06872,1.465,366.2
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,512,16,32,8,128,16,fp16,1,fa2,5,,7,7,0,1,80,5,7,16,128,1,2,1,4,0.07971,1.684,421.0
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,640,16,32,8,128,16,fp16,1,fa2,6,,7,7,0,1,96,6,7,16,128,1,2,1,4,0.07721,2.173,543.2
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,768,16,32,8,128,16,fp16,1,fa2,7,,7,7,0,1,112,7,7,16,128,1,2,1,4,0.08234,2.445,611.2
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,896,16,32,8,128,16,fp16,1,fa2,8,,7,7,0,1,128,8,7,16,128,1,2,1,4,0.08967,2.619,654.8
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,1024,16,32,8,128,16,fp16,1,fa2,10,,7,7,0,1,160,10,7,16,128,1,2,1,4,0.10608,2.53,632.6
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,1152,16,32,8,128,16,fp16,1,fa2,11,,7,7,0,1,176,11,7,16,128,1,2,1,4,0.11157,2.707,676.7
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,1280,16,32,8,128,16,fp16,1,fa2,12,,7,7,0,1,192,12,7,16,128,1,2,1,4,0.11767,2.852,712.9
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,1408,16,32,8,128,16,fp16,1,fa2,13,,7,7,0,1,208,13,7,16,128,1,2,1,4,0.12568,2.937,734.2
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,1536,16,32,8,128,16,fp16,1,fa2,14,,7,7,0,1,224,14,7,16,128,1,2,1,4,0.1338,3.009,752.3
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,1664,16,32,8,128,16,fp16,1,fa2,15,,7,7,0,1,240,15,7,16,128,1,2,1,4,0.14236,3.064,766.1
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,1792,16,32,8,128,16,fp16,1,fa2,16,,7,7,0,1,256,16,7,16,128,1,2,1,4,0.15282,3.074,768.5
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,1920,16,32,8,128,16,fp16,1,fa2,18,,7,7,0,1,288,18,7,16,128,1,2,1,4,0.16615,3.029,757.3
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,2048,16,32,8,128,16,fp16,1,fa2,19,,7,7,0,1,304,19,7,16,128,1,2,1,4,0.17568,3.056,764.0
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,2176,16,32,8,128,16,fp16,1,fa2,20,,7,7,0,1,320,20,7,16,128,1,2,1,4,0.18454,3.091,772.8
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,2304,16,32,8,128,16,fp16,1,fa2,21,,7,7,0,1,336,21,7,16,128,1,2,1,4,0.1932,3.126,781.5
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,2432,16,32,8,128,16,fp16,1,fa2,22,,7,7,0,1,352,22,7,16,128,1,2,1,4,0.20056,3.179,794.7
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,2560,16,32,8,128,16,fp16,1,fa2,23,,7,7,0,1,368,23,7,16,128,1,2,1,4,0.20932,3.206,801.5
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,2688,16,32,8,128,16,fp16,1,fa2,24,,7,7,0,1,384,24,7,16,128,1,2,1,4,0.21908,3.216,804.1
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,2816,16,32,8,128,16,fp16,1,fa2,26,,7,7,0,1,416,26,7,16,128,1,2,1,4,0.2312,3.193,798.2
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,2944,16,32,8,128,16,fp16,1,fa2,27,,7,7,0,1,432,27,7,16,128,1,2,1,4,0.2403,3.212,802.9
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,3072,16,32,8,128,16,fp16,1,fa2,28,,7,7,0,1,448,28,7,16,128,1,2,1,4,0.25071,3.212,803.0
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,3200,16,32,8,128,16,fp16,1,fa2,29,,7,7,0,1,464,29,7,16,128,1,2,1,4,0.2599,3.228,806.9
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,3328,16,32,8,128,16,fp16,1,fa2,30,,7,7,0,1,480,30,7,16,128,1,2,1,4,0.26704,3.267,816.8
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,3456,16,32,8,128,16,fp16,1,fa2,31,,7,7,0,1,496,31,7,16,128,1,2,1,4,0.27611,3.281,820.3
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,3584,16,32,8,128,16,fp16,1,fa2,32,,7,7,0,1,512,32,7,16,128,1,2,1,4,0.28697,3.274,818.5
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,3712,16,32,8,128,16,fp16,1,fa2,34,,7,7,0,1,544,34,7,16,128,1,2,1,4,0.29746,3.271,817.8
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,3840,16,32,8,128,16,fp16,1,fa2,35,,7,7,0,1,560,35,7,16,128,1,2,1,4,0.30725,3.276,819.1
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,3968,16,32,8,128,16,fp16,1,fa2,36,,7,7,0,1,576,36,7,16,128,1,2,1,4,0.316,3.292,822.9
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,4096,16,32,8,128,16,fp16,1,fa2,37,,7,7,0,1,592,37,7,16,128,1,2,1,4,0.32507,3.303,825.8
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,4224,16,32,8,128,16,fp16,1,fa2,38,,7,7,0,1,608,38,7,16,128,1,2,1,4,0.33369,3.318,829.6
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,4352,16,32,8,128,16,fp16,1,fa2,39,,7,7,0,1,624,39,7,16,128,1,2,1,4,0.34355,3.321,830.2
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,4480,16,32,8,128,16,fp16,1,fa2,40,,7,7,0,1,640,40,7,16,128,1,2,1,4,0.3554,3.304,826.1
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,4608,16,32,8,128,16,fp16,1,fa2,42,,7,7,0,1,672,42,7,16,128,1,2,1,4,0.36566,3.304,825.9
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,4736,16,32,8,128,16,fp16,1,fa2,43,,7,7,0,1,688,43,7,16,128,1,2,1,4,0.37273,3.331,832.7
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,4864,16,32,8,128,16,fp16,1,fa2,44,,7,7,0,1,704,44,7,16,128,1,2,1,4,0.38269,3.332,833.0
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,4992,16,32,8,128,16,fp16,1,fa2,45,,7,7,0,1,720,45,7,16,128,1,2,1,4,0.39345,3.326,831.5
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,5120,16,32,8,128,16,fp16,1,fa2,46,,7,7,0,1,736,46,7,16,128,1,2,1,4,0.4009,3.348,837.0
[experiment] llama3_8b_float16_split_k_7_num_mma_kv_2,5248,16,32,8,128,16,fp16,1,fa2,47,,7,7,0,1,752,47,7,16,128,1,2,1,4,0.40998,3.356,838.9
