label,kv_len,batch_size,num_qo_heads,num_kv_heads,head_dim,page_size,NUM_STAGES_SMEM,TILE_SIZE_PER_BDX,VEC_SIZE,BDX,BDY,BDZ,KV_TILE_TOKENS,ms,tflops,gb_per_s_est
[experiment] llama3_70b_tile_size_per_bdx_1,4480,8,64,8,128,16,2,1,8,16,8,1,8,0.20179,5.82,727.5
[experiment] llama3_70b_tile_size_per_bdx_1,4608,8,64,8,128,16,2,1,8,16,8,1,8,0.20593,5.866,733.2
[experiment] llama3_70b_tile_size_per_bdx_1,4736,8,64,8,128,16,2,1,8,16,8,1,8,0.20386,6.09,761.3
[experiment] llama3_70b_tile_size_per_bdx_1,4864,8,64,8,128,16,2,1,8,16,8,1,8,0.21071,6.051,756.4
[experiment] llama3_70b_tile_size_per_bdx_1,4992,8,64,8,128,16,2,1,8,16,8,1,8,0.21615,6.054,756.8
[experiment] llama3_70b_tile_size_per_bdx_1,5120,8,64,8,128,16,2,1,8,16,8,1,8,0.22763,5.896,737.0
[experiment] llama3_70b_tile_size_per_bdx_1,5248,8,64,8,128,16,2,1,8,16,8,1,8,0.22586,6.091,761.4
[experiment] llama3_70b_tile_size_per_bdx_1,5376,8,64,8,128,16,2,1,8,16,8,1,8,0.2305,6.114,764.3
[experiment] llama3_70b_tile_size_per_bdx_1,5504,8,64,8,128,16,2,1,8,16,8,1,8,0.24046,6.0,750.0
[experiment] llama3_70b_tile_size_per_bdx_1,5632,8,64,8,128,16,2,1,8,16,8,1,8,0.2505,5.894,736.7
[experiment] llama3_70b_tile_size_per_bdx_1,5760,8,64,8,128,16,2,1,8,16,8,1,8,0.24783,6.093,761.6
[experiment] llama3_70b_tile_size_per_bdx_1,5888,8,64,8,128,16,2,1,8,16,8,1,8,0.26456,5.834,729.3
[experiment] llama3_70b_tile_size_per_bdx_1,6016,8,64,8,128,16,2,1,8,16,8,1,8,0.27334,5.77,721.2
[experiment] llama3_70b_tile_size_per_bdx_1,6144,8,64,8,128,16,2,1,8,16,8,1,8,0.26509,6.076,759.5
[experiment] llama3_70b_tile_size_per_bdx_1,6272,8,64,8,128,16,2,1,8,16,8,1,8,0.28048,5.862,732.7
[experiment] llama3_70b_tile_size_per_bdx_1,6400,8,64,8,128,16,2,1,8,16,8,1,8,0.28166,5.956,744.6
[experiment] llama3_70b_tile_size_per_bdx_1,6528,8,64,8,128,16,2,1,8,16,8,1,8,0.29521,5.797,724.6
[experiment] llama3_70b_tile_size_per_bdx_1,6656,8,64,8,128,16,2,1,8,16,8,1,8,0.29148,5.986,748.3
[experiment] llama3_70b_tile_size_per_bdx_1,6784,8,64,8,128,16,2,1,8,16,8,1,8,0.30005,5.927,740.9
[experiment] llama3_70b_tile_size_per_bdx_1,6912,8,64,8,128,16,2,1,8,16,8,1,8,0.3146,5.76,719.9
[experiment] llama3_70b_tile_size_per_bdx_1,7040,8,64,8,128,16,2,1,8,16,8,1,8,0.30925,5.968,746.0
[experiment] llama3_70b_tile_size_per_bdx_1,7168,8,64,8,128,16,2,1,8,16,8,1,8,0.31864,5.897,737.1
[experiment] llama3_70b_tile_size_per_bdx_1,7296,8,64,8,128,16,2,1,8,16,8,1,8,0.32575,5.871,733.9
[experiment] llama3_70b_tile_size_per_bdx_1,7424,8,64,8,128,16,2,1,8,16,8,1,8,0.34152,5.699,712.3
[experiment] llama3_70b_tile_size_per_bdx_1,7552,8,64,8,128,16,2,1,8,16,8,1,8,0.33645,5.884,735.5
[experiment] llama3_70b_tile_size_per_bdx_1,7680,8,64,8,128,16,2,1,8,16,8,1,8,0.34219,5.883,735.4
[experiment] llama3_70b_tile_size_per_bdx_1,7808,8,64,8,128,16,2,1,8,16,8,1,8,0.34974,5.852,731.5
[experiment] llama3_70b_tile_size_per_bdx_1,7936,8,64,8,128,16,2,1,8,16,8,1,8,0.3585,5.803,725.4
[experiment] llama3_70b_tile_size_per_bdx_1,8064,8,64,8,128,16,2,1,8,16,8,1,8,0.36531,5.787,723.3
[experiment] llama3_70b_tile_size_per_bdx_1,8192,8,64,8,128,16,2,1,8,16,8,1,8,0.36648,5.86,732.5
[experiment] llama3_8b_tile_size_per_bdx_2,128,8,32,8,128,16,2,2,8,16,4,2,16,0.03858,0.435,108.7
[experiment] llama3_8b_tile_size_per_bdx_2,256,8,32,8,128,16,2,2,8,16,4,2,16,0.04654,0.721,180.3
[experiment] llama3_8b_tile_size_per_bdx_2,384,8,32,8,128,16,2,2,8,16,4,2,16,0.04617,1.09,272.6
[experiment] llama3_8b_tile_size_per_bdx_2,512,8,32,8,128,16,2,2,8,16,4,2,16,0.04563,1.471,367.7
[experiment] llama3_8b_tile_size_per_bdx_2,640,8,32,8,128,16,2,2,8,16,4,2,16,0.04678,1.793,448.3
[experiment] llama3_8b_tile_size_per_bdx_2,768,8,32,8,128,16,2,2,8,16,4,2,16,0.04501,2.236,559.1
[experiment] llama3_8b_tile_size_per_bdx_2,896,8,32,8,128,16,2,2,8,16,4,2,16,0.04632,2.536,633.9
[experiment] llama3_8b_tile_size_per_bdx_2,1024,8,32,8,128,16,2,2,8,16,4,2,16,0.05063,2.651,662.8
[experiment] llama3_8b_tile_size_per_bdx_2,1152,8,32,8,128,16,2,2,8,16,4,2,16,0.05478,2.757,689.1
[experiment] llama3_8b_tile_size_per_bdx_2,1280,8,32,8,128,16,2,2,8,16,4,2,16,0.06093,2.754,688.4
[experiment] llama3_8b_tile_size_per_bdx_2,1408,8,32,8,128,16,2,2,8,16,4,2,16,0.06656,2.773,693.1
[experiment] llama3_8b_tile_size_per_bdx_2,1536,8,32,8,128,16,2,2,8,16,4,2,16,0.07034,2.862,715.5
[experiment] llama3_8b_tile_size_per_bdx_2,1664,8,32,8,128,16,2,2,8,16,4,2,16,0.0745,2.928,731.9
[experiment] llama3_8b_tile_size_per_bdx_2,1792,8,32,8,128,16,2,2,8,16,4,2,16,0.07904,2.972,742.9
[experiment] llama3_8b_tile_size_per_bdx_2,1920,8,32,8,128,16,2,2,8,16,4,2,16,0.08302,3.031,757.9
[experiment] llama3_8b_tile_size_per_bdx_2,2048,8,32,8,128,16,2,2,8,16,4,2,16,0.08957,2.997,749.2
[experiment] llama3_8b_tile_size_per_bdx_2,2176,8,32,8,128,16,2,2,8,16,4,2,16,0.09311,3.063,765.8
[experiment] llama3_8b_tile_size_per_bdx_2,2304,8,32,8,128,16,2,2,8,16,4,2,16,0.09711,3.11,777.4
[experiment] llama3_8b_tile_size_per_bdx_2,2432,8,32,8,128,16,2,2,8,16,4,2,16,0.10236,3.114,778.6
[experiment] llama3_8b_tile_size_per_bdx_2,2560,8,32,8,128,16,2,2,8,16,4,2,16,0.10669,3.145,786.3
[experiment] llama3_8b_tile_size_per_bdx_2,2688,8,32,8,128,16,2,2,8,16,4,2,16,0.11206,3.144,786.0
[experiment] llama3_8b_tile_size_per_bdx_2,2816,8,32,8,128,16,2,2,8,16,4,2,16,0.11827,3.121,780.2
[experiment] llama3_8b_tile_size_per_bdx_2,2944,8,32,8,128,16,2,2,8,16,4,2,16,0.12162,3.173,793.2
[experiment] llama3_8b_tile_size_per_bdx_2,3072,8,32,8,128,16,2,2,8,16,4,2,16,0.12645,3.184,796.1
[experiment] llama3_8b_tile_size_per_bdx_2,3200,8,32,8,128,16,2,2,8,16,4,2,16,0.1311,3.199,799.8
[experiment] llama3_8b_tile_size_per_bdx_2,3328,8,32,8,128,16,2,2,8,16,4,2,16,0.13736,3.176,793.9
[experiment] llama3_8b_tile_size_per_bdx_2,3456,8,32,8,128,16,2,2,8,16,4,2,16,0.14141,3.203,800.8
[experiment] llama3_8b_tile_size_per_bdx_2,3584,8,32,8,128,16,2,2,8,16,4,2,16,0.14562,3.226,806.5
[experiment] llama3_8b_tile_size_per_bdx_2,3712,8,32,8,128,16,2,2,8,16,4,2,16,0.15116,3.219,804.7
[experiment] llama3_8b_tile_size_per_bdx_2,3840,8,32,8,128,16,2,2,8,16,4,2,16,0.15552,3.236,809.1
[experiment] llama3_8b_tile_size_per_bdx_2,3968,8,32,8,128,16,2,2,8,16,4,2,16,0.15977,3.255,813.8
[experiment] llama3_8b_tile_size_per_bdx_2,4096,8,32,8,128,16,2,2,8,16,4,2,16,0.16598,3.234,808.6
[experiment] llama3_8b_tile_size_per_bdx_2,4224,8,32,8,128,16,2,2,8,16,4,2,16,0.16928,3.271,817.7
[experiment] llama3_8b_tile_size_per_bdx_2,4352,8,32,8,128,16,2,2,8,16,4,2,16,0.17413,3.276,819.0
[experiment] llama3_8b_tile_size_per_bdx_2,4480,8,32,8,128,16,2,2,8,16,4,2,16,0.17904,3.28,819.9
[experiment] llama3_8b_tile_size_per_bdx_2,4608,8,32,8,128,16,2,2,8,16,4,2,16,0.1845,3.274,818.4
[experiment] llama3_8b_tile_size_per_bdx_2,4736,8,32,8,128,16,2,2,8,16,4,2,16,0.18952,3.275,818.9
[experiment] llama3_8b_tile_size_per_bdx_2,4864,8,32,8,128,16,2,2,8,16,4,2,16,0.19295,3.304,826.0
[experiment] llama3_8b_tile_size_per_bdx_2,4992,8,32,8,128,16,2,2,8,16,4,2,16,0.1982,3.301,825.3
[experiment] llama3_8b_tile_size_per_bdx_2,5120,8,32,8,128,16,2,2,8,16,4,2,16,0.20387,3.292,822.9
[experiment] llama3_8b_tile_size_per_bdx_2,5248,8,32,8,128,16,2,2,8,16,4,2,16,0.20735,3.317,829.3
[experiment] llama3_8b_tile_size_per_bdx_2,5376,8,32,8,128,16,2,2,8,16,4,2,16,0.21196,3.324,831.1
[experiment] llama3_8b_tile_size_per_bdx_2,5504,8,32,8,128,16,2,2,8,16,4,2,16,0.21779,3.312,828.1
[experiment] llama3_8b_tile_size_per_bdx_2,5632,8,32,8,128,16,2,2,8,16,4,2,16,0.22178,3.328,832.1
[experiment] llama3_8b_tile_size_per_bdx_2,5760,8,32,8,128,16,2,2,8,16,4,2,16,0.22668,3.331,832.7
[experiment] llama3_8b_tile_size_per_bdx_2,5888,8,32,8,128,16,2,2,8,16,4,2,16,0.23079,3.344,836.0
[experiment] llama3_8b_tile_size_per_bdx_2,6016,8,32,8,128,16,2,2,8,16,4,2,16,0.23508,3.354,838.6
[experiment] llama3_8b_tile_size_per_bdx_2,6144,8,32,8,128,16,2,2,8,16,4,2,16,0.24035,3.351,837.6
[experiment] llama3_8b_tile_size_per_bdx_2,6272,8,32,8,128,16,2,2,8,16,4,2,16,0.24562,3.347,836.7
[experiment] llama3_8b_tile_size_per_bdx_2,6400,8,32,8,128,16,2,2,8,16,4,2,16,0.25027,3.352,838.0
[experiment] llama3_8b_tile_size_per_bdx_2,6528,8,32,8,128,16,2,2,8,16,4,2,16,0.25492,3.356,839.1
[experiment] llama3_8b_tile_size_per_bdx_2,6656,8,32,8,128,16,2,2,8,16,4,2,16,0.26013,3.354,838.5
[experiment] llama3_8b_tile_size_per_bdx_2,6784,8,32,8,128,16,2,2,8,16,4,2,16,0.26384,3.37,842.5
[experiment] llama3_8b_tile_size_per_bdx_2,6912,8,32,8,128,16,2,2,8,16,4,2,16,0.26898,3.368,842.0
[experiment] llama3_8b_tile_size_per_bdx_2,7040,8,32,8,128,16,2,2,8,16,4,2,16,0.27291,3.381,845.3
[experiment] llama3_8b_tile_size_per_bdx_2,7168,8,32,8,128,16,2,2,8,16,4,2,16,0.27918,3.365,841.3
[experiment] llama3_8b_tile_size_per_bdx_2,7296,8,32,8,128,16,2,2,8,16,4,2,16,0.28486,3.357,839.3
[experiment] llama3_8b_tile_size_per_bdx_2,7424,8,32,8,128,16,2,2,8,16,4,2,16,0.28839,3.374,843.5
[experiment] llama3_8b_tile_size_per_bdx_2,7552,8,32,8,128,16,2,2,8,16,4,2,16,0.29344,3.373,843.3
[experiment] llama3_8b_tile_size_per_bdx_2,7680,8,32,8,128,16,2,2,8,16,4,2,16,0.29876,3.369,842.3
[experiment] llama3_8b_tile_size_per_bdx_2,7808,8,32,8,128,16,2,2,8,16,4,2,16,0.30375,3.369,842.3
[experiment] llama3_8b_tile_size_per_bdx_2,7936,8,32,8,128,16,2,2,8,16,4,2,16,0.30708,3.387,846.8
[experiment] llama3_8b_tile_size_per_bdx_2,8064,8,32,8,128,16,2,2,8,16,4,2,16,0.31131,3.395,848.8
[experiment] llama3_8b_tile_size_per_bdx_2,8192,8,32,8,128,16,2,2,8,16,4,2,16,0.31589,3.399,849.8
[experiment] llama3_70b_tile_size_per_bdx_2,128,8,64,8,128,16,2,2,8,16,8,1,16,0.0381,0.881,110.1
[experiment] llama3_70b_tile_size_per_bdx_2,256,8,64,8,128,16,2,2,8,16,8,1,16,0.04598,1.459,182.4
[experiment] llama3_70b_tile_size_per_bdx_2,384,8,64,8,128,16,2,2,8,16,8,1,16,0.0463,2.174,271.8
[experiment] llama3_70b_tile_size_per_bdx_2,512,8,64,8,128,16,2,2,8,16,8,1,16,0.04544,2.954,369.2
[experiment] llama3_70b_tile_size_per_bdx_2,640,8,64,8,128,16,2,2,8,16,8,1,16,0.04649,3.608,451.1
[experiment] llama3_70b_tile_size_per_bdx_2,768,8,64,8,128,16,2,2,8,16,8,1,16,0.04453,4.522,565.2
[experiment] llama3_70b_tile_size_per_bdx_2,896,8,64,8,128,16,2,2,8,16,8,1,16,0.04949,4.746,593.2
[experiment] llama3_70b_tile_size_per_bdx_2,1024,8,64,8,128,16,2,2,8,16,8,1,16,0.05362,5.006,625.7
[experiment] llama3_70b_tile_size_per_bdx_2,1152,8,64,8,128,16,2,2,8,16,8,1,16,0.05813,5.195,649.4
[experiment] llama3_70b_tile_size_per_bdx_2,1280,8,64,8,128,16,2,2,8,16,8,1,16,0.06465,5.19,648.8
[experiment] llama3_70b_tile_size_per_bdx_2,1408,8,64,8,128,16,2,2,8,16,8,1,16,0.06908,5.343,667.9
[experiment] llama3_70b_tile_size_per_bdx_2,1536,8,64,8,128,16,2,2,8,16,8,1,16,0.07333,5.491,686.4
[experiment] llama3_70b_tile_size_per_bdx_2,1664,8,64,8,128,16,2,2,8,16,8,1,16,0.08004,5.45,681.2
[experiment] llama3_70b_tile_size_per_bdx_2,1792,8,64,8,128,16,2,2,8,16,8,1,16,0.08458,5.554,694.2
[experiment] llama3_70b_tile_size_per_bdx_2,1920,8,64,8,128,16,2,2,8,16,8,1,16,0.08908,5.65,706.3
[experiment] llama3_70b_tile_size_per_bdx_2,2048,8,64,8,128,16,2,2,8,16,8,1,16,0.09494,5.655,706.8
[experiment] llama3_70b_tile_size_per_bdx_2,2176,8,64,8,128,16,2,2,8,16,8,1,16,0.09825,5.806,725.7
[experiment] llama3_70b_tile_size_per_bdx_2,2304,8,64,8,128,16,2,2,8,16,8,1,16,0.10286,5.872,734.0
[experiment] llama3_70b_tile_size_per_bdx_2,2432,8,64,8,128,16,2,2,8,16,8,1,16,0.10902,5.848,731.0
[experiment] llama3_70b_tile_size_per_bdx_2,2560,8,64,8,128,16,2,2,8,16,8,1,16,0.11378,5.898,737.2
[experiment] llama3_70b_tile_size_per_bdx_2,2688,8,64,8,128,16,2,2,8,16,8,1,16,0.11823,5.96,745.0
[experiment] llama3_70b_tile_size_per_bdx_2,2816,8,64,8,128,16,2,2,8,16,8,1,16,0.12361,5.972,746.5
[experiment] llama3_70b_tile_size_per_bdx_2,2944,8,64,8,128,16,2,2,8,16,8,1,16,0.12895,5.985,748.1
[experiment] llama3_70b_tile_size_per_bdx_2,3072,8,64,8,128,16,2,2,8,16,8,1,16,0.13367,6.025,753.1
[experiment] llama3_70b_tile_size_per_bdx_2,3200,8,64,8,128,16,2,2,8,16,8,1,16,0.13958,6.01,751.2
[experiment] llama3_70b_tile_size_per_bdx_2,3328,8,64,8,128,16,2,2,8,16,8,1,16,0.14306,6.098,762.3
[experiment] llama3_70b_tile_size_per_bdx_2,3456,8,64,8,128,16,2,2,8,16,8,1,16,0.14773,6.133,766.6
[experiment] llama3_70b_tile_size_per_bdx_2,3584,8,64,8,128,16,2,2,8,16,8,1,16,0.15771,5.957,744.7
[experiment] llama3_70b_tile_size_per_bdx_2,3712,8,64,8,128,16,2,2,8,16,8,1,16,0.15867,6.133,766.6
[experiment] llama3_70b_tile_size_per_bdx_2,3840,8,64,8,128,16,2,2,8,16,8,1,16,0.16148,6.234,779.2
[experiment] llama3_70b_tile_size_per_bdx_2,3968,8,64,8,128,16,2,2,8,16,8,1,16,0.17072,6.093,761.6
[experiment] llama3_70b_tile_size_per_bdx_2,4096,8,64,8,128,16,2,2,8,16,8,1,16,0.17644,6.086,760.7
[experiment] llama3_70b_tile_size_per_bdx_2,4224,8,64,8,128,16,2,2,8,16,8,1,16,0.18161,6.097,762.1
[experiment] llama3_70b_tile_size_per_bdx_2,4352,8,64,8,128,16,2,2,8,16,8,1,16,0.18678,6.108,763.5
[experiment] llama3_70b_tile_size_per_bdx_2,4480,8,64,8,128,16,2,2,8,16,8,1,16,0.18719,6.274,784.2
[experiment] llama3_70b_tile_size_per_bdx_2,4608,8,64,8,128,16,2,2,8,16,8,1,16,0.19713,6.128,766.0
[experiment] llama3_70b_tile_size_per_bdx_2,4736,8,64,8,128,16,2,2,8,16,8,1,16,0.20733,5.988,748.5
[experiment] llama3_70b_tile_size_per_bdx_2,4864,8,64,8,128,16,2,2,8,16,8,1,16,0.21394,5.96,745.0
[experiment] llama3_70b_tile_size_per_bdx_2,4992,8,64,8,128,16,2,2,8,16,8,1,16,0.20888,6.265,783.1
[experiment] llama3_70b_tile_size_per_bdx_2,5120,8,64,8,128,16,2,2,8,16,8,1,16,0.22278,6.025,753.1
[experiment] llama3_70b_tile_size_per_bdx_2,5248,8,64,8,128,16,2,2,8,16,8,1,16,0.22212,6.194,774.2
[experiment] llama3_70b_tile_size_per_bdx_2,5376,8,64,8,128,16,2,2,8,16,8,1,16,0.22587,6.239,779.9
[experiment] llama3_70b_tile_size_per_bdx_2,5504,8,64,8,128,16,2,2,8,16,8,1,16,0.23326,6.185,773.2
[experiment] llama3_70b_tile_size_per_bdx_2,5632,8,64,8,128,16,2,2,8,16,8,1,16,0.24583,6.006,750.7
[experiment] llama3_70b_tile_size_per_bdx_2,5760,8,64,8,128,16,2,2,8,16,8,1,16,0.24432,6.18,772.5
[experiment] llama3_70b_tile_size_per_bdx_2,5888,8,64,8,128,16,2,2,8,16,8,1,16,0.26416,5.843,730.4
[experiment] llama3_70b_tile_size_per_bdx_2,6016,8,64,8,128,16,2,2,8,16,8,1,16,0.26953,5.851,731.4
[experiment] llama3_70b_tile_size_per_bdx_2,6144,8,64,8,128,16,2,2,8,16,8,1,16,0.2648,6.082,760.3
[experiment] llama3_70b_tile_size_per_bdx_2,6272,8,64,8,128,16,2,2,8,16,8,1,16,0.26883,6.116,764.5
[experiment] llama3_70b_tile_size_per_bdx_2,6400,8,64,8,128,16,2,2,8,16,8,1,16,0.28054,5.98,747.5
[experiment] llama3_70b_tile_size_per_bdx_2,6528,8,64,8,128,16,2,2,8,16,8,1,16,0.28929,5.915,739.4
[experiment] llama3_70b_tile_size_per_bdx_2,6656,8,64,8,128,16,2,2,8,16,8,1,16,0.29843,5.847,730.8
[experiment] llama3_70b_tile_size_per_bdx_2,6784,8,64,8,128,16,2,2,8,16,8,1,16,0.29119,6.107,763.4
[experiment] llama3_70b_tile_size_per_bdx_2,6912,8,64,8,128,16,2,2,8,16,8,1,16,0.30241,5.992,748.9
[experiment] llama3_70b_tile_size_per_bdx_2,7040,8,64,8,128,16,2,2,8,16,8,1,16,0.30569,6.037,754.7
[experiment] llama3_70b_tile_size_per_bdx_2,7168,8,64,8,128,16,2,2,8,16,8,1,16,0.31257,6.012,751.4
[experiment] llama3_70b_tile_size_per_bdx_2,7296,8,64,8,128,16,2,2,8,16,8,1,16,0.31625,6.048,756.0
[experiment] llama3_70b_tile_size_per_bdx_2,7424,8,64,8,128,16,2,2,8,16,8,1,16,0.32803,5.933,741.6
[experiment] llama3_70b_tile_size_per_bdx_2,7552,8,64,8,128,16,2,2,8,16,8,1,16,0.33227,5.958,744.8
[experiment] llama3_70b_tile_size_per_bdx_2,7680,8,64,8,128,16,2,2,8,16,8,1,16,0.34161,5.894,736.7
[experiment] llama3_70b_tile_size_per_bdx_2,7808,8,64,8,128,16,2,2,8,16,8,1,16,0.35148,5.823,727.9
[experiment] llama3_70b_tile_size_per_bdx_2,7936,8,64,8,128,16,2,2,8,16,8,1,16,0.35471,5.865,733.1
[experiment] llama3_70b_tile_size_per_bdx_2,8064,8,64,8,128,16,2,2,8,16,8,1,16,0.3517,6.011,751.3
[experiment] llama3_70b_tile_size_per_bdx_2,8192,8,64,8,128,16,2,2,8,16,8,1,16,0.3668,5.855,731.8
[experiment] llama3_8b_tile_size_per_bdx_3,128,8,32,8,128,16,2,3,8,16,4,2,24,0.03889,0.431,107.9
[experiment] llama3_8b_tile_size_per_bdx_3,256,8,32,8,128,16,2,3,8,16,4,2,24,0.04658,0.72,180.1
[experiment] llama3_8b_tile_size_per_bdx_3,384,8,32,8,128,16,2,3,8,16,4,2,24,0.04648,1.083,270.7
[experiment] llama3_8b_tile_size_per_bdx_3,512,8,32,8,128,16,2,3,8,16,4,2,24,0.04588,1.463,365.7
[experiment] llama3_8b_tile_size_per_bdx_3,640,8,32,8,128,16,2,3,8,16,4,2,24,0.04691,1.788,447.0
[experiment] llama3_8b_tile_size_per_bdx_3,768,8,32,8,128,16,2,3,8,16,4,2,24,0.04801,2.097,524.2
[experiment] llama3_8b_tile_size_per_bdx_3,896,8,32,8,128,16,2,3,8,16,4,2,24,0.04612,2.546,636.6
[experiment] llama3_8b_tile_size_per_bdx_3,1024,8,32,8,128,16,2,3,8,16,4,2,24,0.06394,2.099,524.8
[experiment] llama3_8b_tile_size_per_bdx_3,1152,8,32,8,128,16,2,3,8,16,4,2,24,0.05492,2.749,687.3
[experiment] llama3_8b_tile_size_per_bdx_3,1280,8,32,8,128,16,2,3,8,16,4,2,24,0.05962,2.814,703.5
[experiment] llama3_8b_tile_size_per_bdx_3,1408,8,32,8,128,16,2,3,8,16,4,2,24,0.06412,2.878,719.6
[experiment] llama3_8b_tile_size_per_bdx_3,1536,8,32,8,128,16,2,3,8,16,4,2,24,0.06951,2.897,724.1
[experiment] llama3_8b_tile_size_per_bdx_3,1664,8,32,8,128,16,2,3,8,16,4,2,24,0.07449,2.928,732.0
[experiment] llama3_8b_tile_size_per_bdx_3,1792,8,32,8,128,16,2,3,8,16,4,2,24,0.07962,2.95,737.5
[experiment] llama3_8b_tile_size_per_bdx_3,1920,8,32,8,128,16,2,3,8,16,4,2,24,0.08453,2.977,744.3
[experiment] llama3_8b_tile_size_per_bdx_3,2048,8,32,8,128,16,2,3,8,16,4,2,24,0.08774,3.06,764.9
[experiment] llama3_8b_tile_size_per_bdx_3,2176,8,32,8,128,16,2,3,8,16,4,2,24,0.09368,3.045,761.2
[experiment] llama3_8b_tile_size_per_bdx_3,2304,8,32,8,128,16,2,3,8,16,4,2,24,0.09773,3.09,772.5
[experiment] llama3_8b_tile_size_per_bdx_3,2432,8,32,8,128,16,2,3,8,16,4,2,24,0.10279,3.101,775.3
[experiment] llama3_8b_tile_size_per_bdx_3,2560,8,32,8,128,16,2,3,8,16,4,2,24,0.10777,3.114,778.4
[experiment] llama3_8b_tile_size_per_bdx_3,2688,8,32,8,128,16,2,3,8,16,4,2,24,0.11367,3.099,774.9
[experiment] llama3_8b_tile_size_per_bdx_3,2816,8,32,8,128,16,2,3,8,16,4,2,24,0.11756,3.14,784.9
[experiment] llama3_8b_tile_size_per_bdx_3,2944,8,32,8,128,16,2,3,8,16,4,2,24,0.12246,3.151,787.8
[experiment] llama3_8b_tile_size_per_bdx_3,3072,8,32,8,128,16,2,3,8,16,4,2,24,0.12678,3.176,794.0
[experiment] llama3_8b_tile_size_per_bdx_3,3200,8,32,8,128,16,2,3,8,16,4,2,24,0.13182,3.182,795.4
[experiment] llama3_8b_tile_size_per_bdx_3,3328,8,32,8,128,16,2,3,8,16,4,2,24,0.13708,3.182,795.5
[experiment] llama3_8b_tile_size_per_bdx_3,3456,8,32,8,128,16,2,3,8,16,4,2,24,0.14067,3.22,805.1
[experiment] llama3_8b_tile_size_per_bdx_3,3584,8,32,8,128,16,2,3,8,16,4,2,24,0.14557,3.227,806.8
[experiment] llama3_8b_tile_size_per_bdx_3,3712,8,32,8,128,16,2,3,8,16,4,2,24,0.1506,3.231,807.7
[experiment] llama3_8b_tile_size_per_bdx_3,3840,8,32,8,128,16,2,3,8,16,4,2,24,0.15605,3.225,806.3
[experiment] llama3_8b_tile_size_per_bdx_3,3968,8,32,8,128,16,2,3,8,16,4,2,24,0.16071,3.236,809.1
[experiment] llama3_8b_tile_size_per_bdx_3,4096,8,32,8,128,16,2,3,8,16,4,2,24,0.16559,3.242,810.5
[experiment] llama3_8b_tile_size_per_bdx_3,4224,8,32,8,128,16,2,3,8,16,4,2,24,0.16984,3.26,815.0
[experiment] llama3_8b_tile_size_per_bdx_3,4352,8,32,8,128,16,2,3,8,16,4,2,24,0.17414,3.276,818.9
[experiment] llama3_8b_tile_size_per_bdx_3,4480,8,32,8,128,16,2,3,8,16,4,2,24,0.1796,3.27,817.4
[experiment] llama3_8b_tile_size_per_bdx_3,4608,8,32,8,128,16,2,3,8,16,4,2,24,0.18333,3.295,823.6
[experiment] llama3_8b_tile_size_per_bdx_3,4736,8,32,8,128,16,2,3,8,16,4,2,24,0.18875,3.289,822.2
[experiment] llama3_8b_tile_size_per_bdx_3,4864,8,32,8,128,16,2,3,8,16,4,2,24,0.19318,3.3,825.1
[experiment] llama3_8b_tile_size_per_bdx_3,4992,8,32,8,128,16,2,3,8,16,4,2,24,0.19775,3.309,827.2
[experiment] llama3_8b_tile_size_per_bdx_3,5120,8,32,8,128,16,2,3,8,16,4,2,24,0.20237,3.316,829.1
[experiment] llama3_8b_tile_size_per_bdx_3,5248,8,32,8,128,16,2,3,8,16,4,2,24,0.20784,3.31,827.4
[experiment] llama3_8b_tile_size_per_bdx_3,5376,8,32,8,128,16,2,3,8,16,4,2,24,0.21252,3.316,828.9
[experiment] llama3_8b_tile_size_per_bdx_3,5504,8,32,8,128,16,2,3,8,16,4,2,24,0.21682,3.327,831.8
[experiment] llama3_8b_tile_size_per_bdx_3,5632,8,32,8,128,16,2,3,8,16,4,2,24,0.22255,3.317,829.3
[experiment] llama3_8b_tile_size_per_bdx_3,5760,8,32,8,128,16,2,3,8,16,4,2,24,0.22631,3.336,834.0
[experiment] llama3_8b_tile_size_per_bdx_3,5888,8,32,8,128,16,2,3,8,16,4,2,24,0.2314,3.335,833.8
[experiment] llama3_8b_tile_size_per_bdx_3,6016,8,32,8,128,16,2,3,8,16,4,2,24,0.23662,3.332,833.1
[experiment] llama3_8b_tile_size_per_bdx_3,6144,8,32,8,128,16,2,3,8,16,4,2,24,0.24189,3.329,832.3
[experiment] llama3_8b_tile_size_per_bdx_3,6272,8,32,8,128,16,2,3,8,16,4,2,24,0.2462,3.339,834.8
[experiment] llama3_8b_tile_size_per_bdx_3,6400,8,32,8,128,16,2,3,8,16,4,2,24,0.25158,3.334,833.6
[experiment] llama3_8b_tile_size_per_bdx_3,6528,8,32,8,128,16,2,3,8,16,4,2,24,0.25588,3.344,836.0
[experiment] llama3_8b_tile_size_per_bdx_3,6656,8,32,8,128,16,2,3,8,16,4,2,24,0.26114,3.341,835.2
[experiment] llama3_8b_tile_size_per_bdx_3,6784,8,32,8,128,16,2,3,8,16,4,2,24,0.26588,3.344,836.1
[experiment] llama3_8b_tile_size_per_bdx_3,6912,8,32,8,128,16,2,3,8,16,4,2,24,0.27095,3.344,835.9
[experiment] llama3_8b_tile_size_per_bdx_3,7040,8,32,8,128,16,2,3,8,16,4,2,24,0.27488,3.357,839.2
