label,kv_len,batch_size,num_qo_heads,num_kv_heads,head_dim,page_size,NUM_STAGES_SMEM,TILE_SIZE_PER_BDX,VEC_SIZE,BDX,BDY,BDZ,KV_TILE_TOKENS,ms,tflops,gb_per_s_est
[experiment] llama3_8b_tile_size_per_bdx_3,7168,8,32,8,128,16,2,3,8,16,4,2,24,0.27903,3.367,841.8
[experiment] llama3_8b_tile_size_per_bdx_3,7296,8,32,8,128,16,2,3,8,16,4,2,24,0.28537,3.351,837.8
[experiment] llama3_8b_tile_size_per_bdx_3,7424,8,32,8,128,16,2,3,8,16,4,2,24,0.29067,3.348,836.9
[experiment] llama3_8b_tile_size_per_bdx_3,7552,8,32,8,128,16,2,3,8,16,4,2,24,0.29503,3.355,838.8
[experiment] llama3_8b_tile_size_per_bdx_3,7680,8,32,8,128,16,2,3,8,16,4,2,24,0.29914,3.365,841.3
[experiment] llama3_8b_tile_size_per_bdx_3,7808,8,32,8,128,16,2,3,8,16,4,2,24,0.30356,3.371,842.8
[experiment] llama3_8b_tile_size_per_bdx_3,7936,8,32,8,128,16,2,3,8,16,4,2,24,0.31004,3.355,838.7
[experiment] llama3_8b_tile_size_per_bdx_3,8064,8,32,8,128,16,2,3,8,16,4,2,24,0.31342,3.372,843.1
[experiment] llama3_8b_tile_size_per_bdx_3,8192,8,32,8,128,16,2,3,8,16,4,2,24,0.31806,3.376,844.0
[experiment] llama3_70b_tile_size_per_bdx_3,128,8,64,8,128,16,2,3,8,16,8,1,24,0.03815,0.88,109.9
[experiment] llama3_70b_tile_size_per_bdx_3,256,8,64,8,128,16,2,3,8,16,8,1,24,0.04612,1.455,181.9
[experiment] llama3_70b_tile_size_per_bdx_3,384,8,64,8,128,16,2,3,8,16,8,1,24,0.04604,2.187,273.3
[experiment] llama3_70b_tile_size_per_bdx_3,512,8,64,8,128,16,2,3,8,16,8,1,24,0.04567,2.939,367.3
[experiment] llama3_70b_tile_size_per_bdx_3,640,8,64,8,128,16,2,3,8,16,8,1,24,0.04613,3.637,454.7
[experiment] llama3_70b_tile_size_per_bdx_3,768,8,64,8,128,16,2,3,8,16,8,1,24,0.07439,2.706,338.3
[experiment] llama3_70b_tile_size_per_bdx_3,896,8,64,8,128,16,2,3,8,16,8,1,24,0.05505,4.266,533.3
[experiment] llama3_70b_tile_size_per_bdx_3,1024,8,64,8,128,16,2,3,8,16,8,1,24,0.06097,4.403,550.3
[experiment] llama3_70b_tile_size_per_bdx_3,1152,8,64,8,128,16,2,3,8,16,8,1,24,0.0654,4.617,577.2
[experiment] llama3_70b_tile_size_per_bdx_3,1280,8,64,8,128,16,2,3,8,16,8,1,24,0.0719,4.667,583.4
[experiment] llama3_70b_tile_size_per_bdx_3,1408,8,64,8,128,16,2,3,8,16,8,1,24,0.07791,4.738,592.2
[experiment] llama3_70b_tile_size_per_bdx_3,1536,8,64,8,128,16,2,3,8,16,8,1,24,0.08461,4.759,594.9
[experiment] llama3_70b_tile_size_per_bdx_3,1664,8,64,8,128,16,2,3,8,16,8,1,24,0.09058,4.816,602.0
[experiment] llama3_70b_tile_size_per_bdx_3,1792,8,64,8,128,16,2,3,8,16,8,1,24,0.09741,4.823,602.8
[experiment] llama3_70b_tile_size_per_bdx_3,1920,8,64,8,128,16,2,3,8,16,8,1,24,0.10171,4.949,618.6
[experiment] llama3_70b_tile_size_per_bdx_3,2048,8,64,8,128,16,2,3,8,16,8,1,24,0.10661,5.036,629.5
[experiment] llama3_70b_tile_size_per_bdx_3,2176,8,64,8,128,16,2,3,8,16,8,1,24,0.1135,5.026,628.2
[experiment] llama3_70b_tile_size_per_bdx_3,2304,8,64,8,128,16,2,3,8,16,8,1,24,0.11793,5.122,640.2
[experiment] llama3_70b_tile_size_per_bdx_3,2432,8,64,8,128,16,2,3,8,16,8,1,24,0.12425,5.131,641.4
[experiment] llama3_70b_tile_size_per_bdx_3,2560,8,64,8,128,16,2,3,8,16,8,1,24,0.12996,5.164,645.5
[experiment] llama3_70b_tile_size_per_bdx_3,2688,8,64,8,128,16,2,3,8,16,8,1,24,0.13182,5.346,668.2
[experiment] llama3_70b_tile_size_per_bdx_3,2816,8,64,8,128,16,2,3,8,16,8,1,24,0.13728,5.377,672.2
[experiment] llama3_70b_tile_size_per_bdx_3,2944,8,64,8,128,16,2,3,8,16,8,1,24,0.1432,5.389,673.7
[experiment] llama3_70b_tile_size_per_bdx_3,3072,8,64,8,128,16,2,3,8,16,8,1,24,0.14672,5.489,686.1
[experiment] llama3_70b_tile_size_per_bdx_3,3200,8,64,8,128,16,2,3,8,16,8,1,24,0.15405,5.445,680.7
[experiment] llama3_70b_tile_size_per_bdx_3,3328,8,64,8,128,16,2,3,8,16,8,1,24,0.16507,5.285,660.6
[experiment] llama3_70b_tile_size_per_bdx_3,3456,8,64,8,128,16,2,3,8,16,8,1,24,0.17119,5.292,661.5
[experiment] llama3_70b_tile_size_per_bdx_3,3584,8,64,8,128,16,2,3,8,16,8,1,24,0.17596,5.339,667.4
[experiment] llama3_70b_tile_size_per_bdx_3,3712,8,64,8,128,16,2,3,8,16,8,1,24,0.17594,5.531,691.3
[experiment] llama3_70b_tile_size_per_bdx_3,3840,8,64,8,128,16,2,3,8,16,8,1,24,0.19432,5.18,647.5
[experiment] llama3_70b_tile_size_per_bdx_3,3968,8,64,8,128,16,2,3,8,16,8,1,24,0.19694,5.282,660.2
[experiment] llama3_70b_tile_size_per_bdx_3,4096,8,64,8,128,16,2,3,8,16,8,1,24,0.198,5.423,677.9
[experiment] llama3_70b_tile_size_per_bdx_3,4224,8,64,8,128,16,2,3,8,16,8,1,24,0.21501,5.15,643.8
[experiment] llama3_70b_tile_size_per_bdx_3,4352,8,64,8,128,16,2,3,8,16,8,1,24,0.21107,5.405,675.7
[experiment] llama3_70b_tile_size_per_bdx_3,4480,8,64,8,128,16,2,3,8,16,8,1,24,0.22707,5.172,646.5
[experiment] llama3_70b_tile_size_per_bdx_3,4608,8,64,8,128,16,2,3,8,16,8,1,24,0.23062,5.238,654.7
[experiment] llama3_70b_tile_size_per_bdx_3,4736,8,64,8,128,16,2,3,8,16,8,1,24,0.23831,5.21,651.2
[experiment] llama3_70b_tile_size_per_bdx_3,4864,8,64,8,128,16,2,3,8,16,8,1,24,0.24797,5.142,642.8
[experiment] llama3_70b_tile_size_per_bdx_3,4992,8,64,8,128,16,2,3,8,16,8,1,24,0.24721,5.294,661.7
[experiment] llama3_70b_tile_size_per_bdx_3,5120,8,64,8,128,16,2,3,8,16,8,1,24,0.25498,5.264,658.0
[experiment] llama3_70b_tile_size_per_bdx_3,5248,8,64,8,128,16,2,3,8,16,8,1,24,0.26471,5.197,649.6
[experiment] llama3_70b_tile_size_per_bdx_3,5376,8,64,8,128,16,2,3,8,16,8,1,24,0.26792,5.26,657.5
[experiment] llama3_70b_tile_size_per_bdx_3,5504,8,64,8,128,16,2,3,8,16,8,1,24,0.27805,5.189,648.7
[experiment] llama3_70b_tile_size_per_bdx_3,5632,8,64,8,128,16,2,3,8,16,8,1,24,0.28211,5.233,654.2
[experiment] llama3_70b_tile_size_per_bdx_3,5760,8,64,8,128,16,2,3,8,16,8,1,24,0.288,5.243,655.4
[experiment] llama3_70b_tile_size_per_bdx_3,5888,8,64,8,128,16,2,3,8,16,8,1,24,0.29413,5.248,656.0
[experiment] llama3_70b_tile_size_per_bdx_3,6016,8,64,8,128,16,2,3,8,16,8,1,24,0.30227,5.217,652.2
[experiment] llama3_70b_tile_size_per_bdx_3,6144,8,64,8,128,16,2,3,8,16,8,1,24,0.31477,5.117,639.6
[experiment] llama3_70b_tile_size_per_bdx_3,6272,8,64,8,128,16,2,3,8,16,8,1,24,0.32023,5.134,641.8
[experiment] llama3_70b_tile_size_per_bdx_3,6400,8,64,8,128,16,2,3,8,16,8,1,24,0.32673,5.135,641.9
[experiment] llama3_70b_tile_size_per_bdx_3,6528,8,64,8,128,16,2,3,8,16,8,1,24,0.33128,5.166,645.7
[experiment] llama3_70b_tile_size_per_bdx_3,6656,8,64,8,128,16,2,3,8,16,8,1,24,0.33347,5.232,654.0
[experiment] llama3_70b_tile_size_per_bdx_3,6784,8,64,8,128,16,2,3,8,16,8,1,24,0.34483,5.157,644.7
[experiment] llama3_70b_tile_size_per_bdx_3,6912,8,64,8,128,16,2,3,8,16,8,1,24,0.35078,5.165,645.7
[experiment] llama3_70b_tile_size_per_bdx_3,7040,8,64,8,128,16,2,3,8,16,8,1,24,0.3585,5.148,643.5
[experiment] llama3_70b_tile_size_per_bdx_3,7168,8,64,8,128,16,2,3,8,16,8,1,24,0.36198,5.191,648.9
[experiment] llama3_70b_tile_size_per_bdx_3,7296,8,64,8,128,16,2,3,8,16,8,1,24,0.37773,5.063,632.9
[experiment] llama3_70b_tile_size_per_bdx_3,7424,8,64,8,128,16,2,3,8,16,8,1,24,0.37908,5.134,641.7
[experiment] llama3_70b_tile_size_per_bdx_3,7552,8,64,8,128,16,2,3,8,16,8,1,24,0.38629,5.125,640.6
[experiment] llama3_70b_tile_size_per_bdx_3,7680,8,64,8,128,16,2,3,8,16,8,1,24,0.39468,5.101,637.6
[experiment] llama3_70b_tile_size_per_bdx_3,7808,8,64,8,128,16,2,3,8,16,8,1,24,0.41057,4.985,623.2
[experiment] llama3_70b_tile_size_per_bdx_3,7936,8,64,8,128,16,2,3,8,16,8,1,24,0.41974,4.956,619.5
[experiment] llama3_70b_tile_size_per_bdx_3,8064,8,64,8,128,16,2,3,8,16,8,1,24,0.41684,5.071,633.9
[experiment] llama3_70b_tile_size_per_bdx_3,8192,8,64,8,128,16,2,3,8,16,8,1,24,0.43006,4.993,624.2
[experiment] llama3_8b_tile_size_per_bdx_4,128,8,32,8,128,16,2,4,8,16,4,2,32,0.03893,0.431,107.7
[experiment] llama3_8b_tile_size_per_bdx_4,256,8,32,8,128,16,2,4,8,16,4,2,32,0.04692,0.715,178.8
[experiment] llama3_8b_tile_size_per_bdx_4,384,8,32,8,128,16,2,4,8,16,4,2,32,0.04606,1.093,273.2
[experiment] llama3_8b_tile_size_per_bdx_4,512,8,32,8,128,16,2,4,8,16,4,2,32,0.04615,1.454,363.5
[experiment] llama3_8b_tile_size_per_bdx_4,640,8,32,8,128,16,2,4,8,16,4,2,32,0.04758,1.763,440.8
[experiment] llama3_8b_tile_size_per_bdx_4,768,8,32,8,128,16,2,4,8,16,4,2,32,0.04551,2.212,553.0
[experiment] llama3_8b_tile_size_per_bdx_4,896,8,32,8,128,16,2,4,8,16,4,2,32,0.04598,2.554,638.5
[experiment] llama3_8b_tile_size_per_bdx_4,1024,8,32,8,128,16,2,4,8,16,4,2,32,0.04991,2.689,672.3
[experiment] llama3_8b_tile_size_per_bdx_4,1152,8,32,8,128,16,2,4,8,16,4,2,32,0.05404,2.794,698.6
[experiment] llama3_8b_tile_size_per_bdx_4,1280,8,32,8,128,16,2,4,8,16,4,2,32,0.0596,2.815,703.7
[experiment] llama3_8b_tile_size_per_bdx_4,1408,8,32,8,128,16,2,4,8,16,4,2,32,0.06331,2.915,728.8
[experiment] llama3_8b_tile_size_per_bdx_4,1536,8,32,8,128,16,2,4,8,16,4,2,32,0.06756,2.98,745.0
[experiment] llama3_8b_tile_size_per_bdx_4,1664,8,32,8,128,16,2,4,8,16,4,2,32,0.0733,2.975,743.8
[experiment] llama3_8b_tile_size_per_bdx_4,1792,8,32,8,128,16,2,4,8,16,4,2,32,0.07784,3.018,754.4
[experiment] llama3_8b_tile_size_per_bdx_4,1920,8,32,8,128,16,2,4,8,16,4,2,32,0.083,3.032,758.0
[experiment] llama3_8b_tile_size_per_bdx_4,2048,8,32,8,128,16,2,4,8,16,4,2,32,0.08805,3.049,762.1
[experiment] llama3_8b_tile_size_per_bdx_4,2176,8,32,8,128,16,2,4,8,16,4,2,32,0.09287,3.071,767.8
[experiment] llama3_8b_tile_size_per_bdx_4,2304,8,32,8,128,16,2,4,8,16,4,2,32,0.09657,3.127,781.8
[experiment] llama3_8b_tile_size_per_bdx_4,2432,8,32,8,128,16,2,4,8,16,4,2,32,0.10189,3.129,782.2
[experiment] llama3_8b_tile_size_per_bdx_4,2560,8,32,8,128,16,2,4,8,16,4,2,32,0.10711,3.133,783.2
[experiment] llama3_8b_tile_size_per_bdx_4,2688,8,32,8,128,16,2,4,8,16,4,2,32,0.11083,3.179,794.7
[experiment] llama3_8b_tile_size_per_bdx_4,2816,8,32,8,128,16,2,4,8,16,4,2,32,0.1161,3.179,794.8
[experiment] llama3_8b_tile_size_per_bdx_4,2944,8,32,8,128,16,2,4,8,16,4,2,32,0.12051,3.202,800.5
[experiment] llama3_8b_tile_size_per_bdx_4,3072,8,32,8,128,16,2,4,8,16,4,2,32,0.12542,3.21,802.6
[experiment] llama3_8b_tile_size_per_bdx_4,3200,8,32,8,128,16,2,4,8,16,4,2,32,0.13081,3.206,801.6
[experiment] llama3_8b_tile_size_per_bdx_4,3328,8,32,8,128,16,2,4,8,16,4,2,32,0.13528,3.224,806.1
[experiment] llama3_8b_tile_size_per_bdx_4,3456,8,32,8,128,16,2,4,8,16,4,2,32,0.13982,3.24,809.9
[experiment] llama3_8b_tile_size_per_bdx_4,3584,8,32,8,128,16,2,4,8,16,4,2,32,0.14486,3.243,810.7
[experiment] llama3_8b_tile_size_per_bdx_4,3712,8,32,8,128,16,2,4,8,16,4,2,32,0.14944,3.256,813.9
[experiment] llama3_8b_tile_size_per_bdx_4,3840,8,32,8,128,16,2,4,8,16,4,2,32,0.15498,3.248,811.9
[experiment] llama3_8b_tile_size_per_bdx_4,3968,8,32,8,128,16,2,4,8,16,4,2,32,0.15869,3.277,819.3
[experiment] llama3_8b_tile_size_per_bdx_4,4096,8,32,8,128,16,2,4,8,16,4,2,32,0.16422,3.269,817.3
[experiment] llama3_8b_tile_size_per_bdx_4,4224,8,32,8,128,16,2,4,8,16,4,2,32,0.16873,3.281,820.3
[experiment] llama3_8b_tile_size_per_bdx_4,4352,8,32,8,128,16,2,4,8,16,4,2,32,0.17384,3.281,820.3
[experiment] llama3_8b_tile_size_per_bdx_4,4480,8,32,8,128,16,2,4,8,16,4,2,32,0.1773,3.312,828.0
[experiment] llama3_8b_tile_size_per_bdx_4,4608,8,32,8,128,16,2,4,8,16,4,2,32,0.18308,3.299,824.8
[experiment] llama3_8b_tile_size_per_bdx_4,4736,8,32,8,128,16,2,4,8,16,4,2,32,0.18737,3.313,828.3
[experiment] llama3_8b_tile_size_per_bdx_4,4864,8,32,8,128,16,2,4,8,16,4,2,32,0.1922,3.317,829.3
[experiment] llama3_8b_tile_size_per_bdx_4,4992,8,32,8,128,16,2,4,8,16,4,2,32,0.1957,3.343,835.9
[experiment] llama3_8b_tile_size_per_bdx_4,5120,8,32,8,128,16,2,4,8,16,4,2,32,0.20228,3.318,829.4
[experiment] llama3_8b_tile_size_per_bdx_4,5248,8,32,8,128,16,2,4,8,16,4,2,32,0.20529,3.351,837.7
[experiment] llama3_8b_tile_size_per_bdx_4,5376,8,32,8,128,16,2,4,8,16,4,2,32,0.21097,3.34,835.0
[experiment] llama3_8b_tile_size_per_bdx_4,5504,8,32,8,128,16,2,4,8,16,4,2,32,0.217,3.325,831.1
[experiment] llama3_8b_tile_size_per_bdx_4,5632,8,32,8,128,16,2,4,8,16,4,2,32,0.22113,3.338,834.6
[experiment] llama3_8b_tile_size_per_bdx_4,5760,8,32,8,128,16,2,4,8,16,4,2,32,0.22651,3.333,833.3
[experiment] llama3_8b_tile_size_per_bdx_4,5888,8,32,8,128,16,2,4,8,16,4,2,32,0.23062,3.346,836.6
[experiment] llama3_8b_tile_size_per_bdx_4,6016,8,32,8,128,16,2,4,8,16,4,2,32,0.23582,3.344,836.0
[experiment] llama3_8b_tile_size_per_bdx_4,6144,8,32,8,128,16,2,4,8,16,4,2,32,0.24241,3.322,830.5
[experiment] llama3_8b_tile_size_per_bdx_4,6272,8,32,8,128,16,2,4,8,16,4,2,32,0.24605,3.341,835.3
[experiment] llama3_8b_tile_size_per_bdx_4,6400,8,32,8,128,16,2,4,8,16,4,2,32,0.25123,3.339,834.8
[experiment] llama3_8b_tile_size_per_bdx_4,6528,8,32,8,128,16,2,4,8,16,4,2,32,0.25498,3.356,838.9
[experiment] llama3_8b_tile_size_per_bdx_4,6656,8,32,8,128,16,2,4,8,16,4,2,32,0.26017,3.353,838.3
[experiment] llama3_8b_tile_size_per_bdx_4,6784,8,32,8,128,16,2,4,8,16,4,2,32,0.26427,3.365,841.2
[experiment] llama3_8b_tile_size_per_bdx_4,6912,8,32,8,128,16,2,4,8,16,4,2,32,0.27013,3.354,838.5
[experiment] llama3_8b_tile_size_per_bdx_4,7040,8,32,8,128,16,2,4,8,16,4,2,32,0.2744,3.363,840.7
[experiment] llama3_8b_tile_size_per_bdx_4,7168,8,32,8,128,16,2,4,8,16,4,2,32,0.27896,3.368,842.0
[experiment] llama3_8b_tile_size_per_bdx_4,7296,8,32,8,128,16,2,4,8,16,4,2,32,0.2843,3.364,840.9
[experiment] llama3_8b_tile_size_per_bdx_4,7424,8,32,8,128,16,2,4,8,16,4,2,32,0.28841,3.374,843.5
[experiment] llama3_8b_tile_size_per_bdx_4,7552,8,32,8,128,16,2,4,8,16,4,2,32,0.29293,3.379,844.8
[experiment] llama3_8b_tile_size_per_bdx_4,7680,8,32,8,128,16,2,4,8,16,4,2,32,0.29744,3.384,846.1
[experiment] llama3_8b_tile_size_per_bdx_4,7808,8,32,8,128,16,2,4,8,16,4,2,32,0.30196,3.389,847.3
[experiment] llama3_8b_tile_size_per_bdx_4,7936,8,32,8,128,16,2,4,8,16,4,2,32,0.30707,3.387,846.9
[experiment] llama3_8b_tile_size_per_bdx_4,8064,8,32,8,128,16,2,4,8,16,4,2,32,0.31289,3.378,844.5
[experiment] llama3_8b_tile_size_per_bdx_4,8192,8,32,8,128,16,2,4,8,16,4,2,32,0.31896,3.366,841.6
[experiment] llama3_70b_tile_size_per_bdx_4,128,8,64,8,128,16,2,4,8,16,8,1,32,0.0668,0.502,62.8
[experiment] llama3_70b_tile_size_per_bdx_4,256,8,64,8,128,16,2,4,8,16,8,1,32,0.04619,1.453,181.6
[experiment] llama3_70b_tile_size_per_bdx_4,384,8,64,8,128,16,2,4,8,16,8,1,32,0.0461,2.184,273.0
[experiment] llama3_70b_tile_size_per_bdx_4,512,8,64,8,128,16,2,4,8,16,8,1,32,0.04595,2.921,365.1
[experiment] llama3_70b_tile_size_per_bdx_4,640,8,64,8,128,16,2,4,8,16,8,1,32,0.04642,3.614,451.8
[experiment] llama3_70b_tile_size_per_bdx_4,768,8,64,8,128,16,2,4,8,16,8,1,32,0.04631,4.347,543.4
[experiment] llama3_70b_tile_size_per_bdx_4,896,8,64,8,128,16,2,4,8,16,8,1,32,0.05161,4.551,568.9
[experiment] llama3_70b_tile_size_per_bdx_4,1024,8,64,8,128,16,2,4,8,16,8,1,32,0.05809,4.621,577.7
[experiment] llama3_70b_tile_size_per_bdx_4,1152,8,64,8,128,16,2,4,8,16,8,1,32,0.06386,4.729,591.2
[experiment] llama3_70b_tile_size_per_bdx_4,1280,8,64,8,128,16,2,4,8,16,8,1,32,0.06957,4.823,602.9
[experiment] llama3_70b_tile_size_per_bdx_4,1408,8,64,8,128,16,2,4,8,16,8,1,32,0.0751,4.915,614.3
[experiment] llama3_70b_tile_size_per_bdx_4,1536,8,64,8,128,16,2,4,8,16,8,1,32,0.08044,5.005,625.7
[experiment] llama3_70b_tile_size_per_bdx_4,1664,8,64,8,128,16,2,4,8,16,8,1,32,0.08679,5.026,628.2
[experiment] llama3_70b_tile_size_per_bdx_4,1792,8,64,8,128,16,2,4,8,16,8,1,32,0.09207,5.102,637.8
[experiment] llama3_70b_tile_size_per_bdx_4,1920,8,64,8,128,16,2,4,8,16,8,1,32,0.09759,5.158,644.7
[experiment] llama3_70b_tile_size_per_bdx_4,2048,8,64,8,128,16,2,4,8,16,8,1,32,0.10332,5.196,649.6
[experiment] llama3_70b_tile_size_per_bdx_4,2176,8,64,8,128,16,2,4,8,16,8,1,32,0.10933,5.218,652.2
[experiment] llama3_70b_tile_size_per_bdx_4,2304,8,64,8,128,16,2,4,8,16,8,1,32,0.11445,5.277,659.7
[experiment] llama3_70b_tile_size_per_bdx_4,2432,8,64,8,128,16,2,4,8,16,8,1,32,0.12072,5.281,660.2
[experiment] llama3_70b_tile_size_per_bdx_4,2560,8,64,8,128,16,2,4,8,16,8,1,32,0.12609,5.322,665.3
[experiment] llama3_70b_tile_size_per_bdx_4,2688,8,64,8,128,16,2,4,8,16,8,1,32,0.13129,5.367,670.9
[experiment] llama3_70b_tile_size_per_bdx_4,2816,8,64,8,128,16,2,4,8,16,8,1,32,0.13697,5.389,673.7
[experiment] llama3_70b_tile_size_per_bdx_4,2944,8,64,8,128,16,2,4,8,16,8,1,32,0.14237,5.421,677.6
[experiment] llama3_70b_tile_size_per_bdx_4,3072,8,64,8,128,16,2,4,8,16,8,1,32,0.15031,5.358,669.7
[experiment] llama3_70b_tile_size_per_bdx_4,3200,8,64,8,128,16,2,4,8,16,8,1,32,0.15409,5.444,680.5
[experiment] llama3_70b_tile_size_per_bdx_4,3328,8,64,8,128,16,2,4,8,16,8,1,32,0.16036,5.44,680.0
[experiment] llama3_70b_tile_size_per_bdx_4,3456,8,64,8,128,16,2,4,8,16,8,1,32,0.16553,5.473,684.1
[experiment] llama3_70b_tile_size_per_bdx_4,3584,8,64,8,128,16,2,4,8,16,8,1,32,0.17357,5.413,676.6
[experiment] llama3_70b_tile_size_per_bdx_4,3712,8,64,8,128,16,2,4,8,16,8,1,32,0.17696,5.499,687.4
[experiment] llama3_70b_tile_size_per_bdx_4,3840,8,64,8,128,16,2,4,8,16,8,1,32,0.18719,5.378,672.2
[experiment] llama3_70b_tile_size_per_bdx_4,3968,8,64,8,128,16,2,4,8,16,8,1,32,0.19169,5.426,678.3
[experiment] llama3_70b_tile_size_per_bdx_4,4096,8,64,8,128,16,2,4,8,16,8,1,32,0.1995,5.382,672.8
[experiment] llama3_70b_tile_size_per_bdx_4,4224,8,64,8,128,16,2,4,8,16,8,1,32,0.19791,5.595,699.4
[experiment] llama3_70b_tile_size_per_bdx_4,4352,8,64,8,128,16,2,4,8,16,8,1,32,0.20393,5.594,699.3
[experiment] llama3_70b_tile_size_per_bdx_4,4480,8,64,8,128,16,2,4,8,16,8,1,32,0.21228,5.532,691.5
[experiment] llama3_70b_tile_size_per_bdx_4,4608,8,64,8,128,16,2,4,8,16,8,1,32,0.21833,5.533,691.6
[experiment] llama3_70b_tile_size_per_bdx_4,4736,8,64,8,128,16,2,4,8,16,8,1,32,0.22838,5.436,679.5
[experiment] llama3_70b_tile_size_per_bdx_4,4864,8,64,8,128,16,2,4,8,16,8,1,32,0.24128,5.285,660.6
[experiment] llama3_70b_tile_size_per_bdx_4,4992,8,64,8,128,16,2,4,8,16,8,1,32,0.24392,5.365,670.6
[experiment] llama3_70b_tile_size_per_bdx_4,5120,8,64,8,128,16,2,4,8,16,8,1,32,0.25223,5.321,665.2
[experiment] llama3_70b_tile_size_per_bdx_4,5248,8,64,8,128,16,2,4,8,16,8,1,32,0.25985,5.294,661.8
[experiment] llama3_70b_tile_size_per_bdx_4,5376,8,64,8,128,16,2,4,8,16,8,1,32,0.25814,5.459,682.4
[experiment] llama3_70b_tile_size_per_bdx_4,5504,8,64,8,128,16,2,4,8,16,8,1,32,0.27507,5.245,655.7
[experiment] llama3_70b_tile_size_per_bdx_4,5632,8,64,8,128,16,2,4,8,16,8,1,32,0.27907,5.29,661.3
[experiment] llama3_70b_tile_size_per_bdx_4,5760,8,64,8,128,16,2,4,8,16,8,1,32,0.28548,5.289,661.2
[experiment] llama3_70b_tile_size_per_bdx_4,5888,8,64,8,128,16,2,4,8,16,8,1,32,0.29545,5.224,653.0
[experiment] llama3_70b_tile_size_per_bdx_4,6016,8,64,8,128,16,2,4,8,16,8,1,32,0.2914,5.412,676.5
[experiment] llama3_70b_tile_size_per_bdx_4,6144,8,64,8,128,16,2,4,8,16,8,1,32,0.30452,5.289,661.1
[experiment] llama3_70b_tile_size_per_bdx_4,6272,8,64,8,128,16,2,4,8,16,8,1,32,0.31325,5.249,656.1
[experiment] llama3_70b_tile_size_per_bdx_4,6400,8,64,8,128,16,2,4,8,16,8,1,32,0.31893,5.26,657.6
[experiment] llama3_70b_tile_size_per_bdx_4,6528,8,64,8,128,16,2,4,8,16,8,1,32,0.31806,5.38,672.6
[experiment] llama3_70b_tile_size_per_bdx_4,6656,8,64,8,128,16,2,4,8,16,8,1,32,0.33263,5.245,655.7
[experiment] llama3_70b_tile_size_per_bdx_4,6784,8,64,8,128,16,2,4,8,16,8,1,32,0.33932,5.241,655.1
[experiment] llama3_70b_tile_size_per_bdx_4,6912,8,64,8,128,16,2,4,8,16,8,1,32,0.34516,5.25,656.2
[experiment] llama3_70b_tile_size_per_bdx_4,7040,8,64,8,128,16,2,4,8,16,8,1,32,0.35124,5.254,656.8
[experiment] llama3_70b_tile_size_per_bdx_4,7168,8,64,8,128,16,2,4,8,16,8,1,32,0.35441,5.302,662.7
[experiment] llama3_70b_tile_size_per_bdx_4,7296,8,64,8,128,16,2,4,8,16,8,1,32,0.35682,5.36,670.0
[experiment] llama3_70b_tile_size_per_bdx_4,7424,8,64,8,128,16,2,4,8,16,8,1,32,0.3648,5.335,666.9
[experiment] llama3_70b_tile_size_per_bdx_4,7552,8,64,8,128,16,2,4,8,16,8,1,32,0.37092,5.337,667.2
[experiment] llama3_70b_tile_size_per_bdx_4,7680,8,64,8,128,16,2,4,8,16,8,1,32,0.38555,5.222,652.7
[experiment] llama3_70b_tile_size_per_bdx_4,7808,8,64,8,128,16,2,4,8,16,8,1,32,0.38765,5.28,660.0
[experiment] llama3_70b_tile_size_per_bdx_4,7936,8,64,8,128,16,2,4,8,16,8,1,32,0.39219,5.304,663.1
[experiment] llama3_70b_tile_size_per_bdx_4,8064,8,64,8,128,16,2,4,8,16,8,1,32,0.39969,5.289,661.1
[experiment] llama3_70b_tile_size_per_bdx_4,8192,8,64,8,128,16,2,4,8,16,8,1,32,0.40785,5.265,658.2
[experiment] llama3_8b_tile_size_per_bdx_5,128,8,32,8,128,16,2,5,8,16,4,2,40,0.03804,0.441,110.2
[experiment] llama3_8b_tile_size_per_bdx_5,256,8,32,8,128,16,2,5,8,16,4,2,40,0.04712,0.712,178.0
[experiment] llama3_8b_tile_size_per_bdx_5,384,8,32,8,128,16,2,5,8,16,4,2,40,0.04564,1.103,275.7
[experiment] llama3_8b_tile_size_per_bdx_5,512,8,32,8,128,16,2,5,8,16,4,2,40,0.04515,1.486,371.6
[experiment] llama3_8b_tile_size_per_bdx_5,640,8,32,8,128,16,2,5,8,16,4,2,40,0.04606,1.821,455.3
[experiment] llama3_8b_tile_size_per_bdx_5,768,8,32,8,128,16,2,5,8,16,4,2,40,0.04481,2.246,561.6
[experiment] llama3_8b_tile_size_per_bdx_5,896,8,32,8,128,16,2,5,8,16,4,2,40,0.0465,2.526,631.4
[experiment] llama3_8b_tile_size_per_bdx_5,1024,8,32,8,128,16,2,5,8,16,4,2,40,0.05,2.684,671.1
[experiment] llama3_8b_tile_size_per_bdx_5,1152,8,32,8,128,16,2,5,8,16,4,2,40,0.05605,2.694,673.5
[experiment] llama3_8b_tile_size_per_bdx_5,1280,8,32,8,128,16,2,5,8,16,4,2,40,0.06053,2.772,692.9
[experiment] llama3_8b_tile_size_per_bdx_5,1408,8,32,8,128,16,2,5,8,16,4,2,40,0.06548,2.818,704.6
[experiment] llama3_8b_tile_size_per_bdx_5,1536,8,32,8,128,16,2,5,8,16,4,2,40,0.06988,2.881,720.3
[experiment] llama3_8b_tile_size_per_bdx_5,1664,8,32,8,128,16,2,5,8,16,4,2,40,0.07473,2.919,729.7
