batch_size,kv_len,default_ms,patched_ms,oracle_ms,default_chunks,patched_chunks,oracle_chunks,oracle_k,oracle_source,patched_speedup,oracle_speedup
8,6912,0.26667,0.26716,0.2627,2.0,2.0,1.0,1,k_1,0.9981658930977692,1.0151122953939857
8,7040,0.27093,0.27087,0.2665,2.0,2.0,1.0,1,k_1,1.000221508472699,1.016622889305816
8,7168,0.27614,0.27557,0.2715,2.0,2.0,1.0,1,k_1,1.0020684399608086,1.0170902394106813
8,7296,0.28078,0.28104,0.2762,2.0,2.0,1.0,1,k_1,0.9990748647879304,1.016582186821144
8,7424,0.2854,0.28537,0.2807,2.0,2.0,1.0,1,k_1,1.0001051266776464,1.0167438546490914
8,7552,0.28968,0.28984,0.2858,2.0,2.0,1.0,1,k_1,0.9994479712945074,1.0135759272218334
8,7680,0.29477,0.2949,0.2903,2.0,2.0,1.0,1,k_1,0.9995591726008816,1.0153978642783326
8,7808,0.29943,0.29935,0.2949,2.0,2.0,1.0,1,k_1,1.0002672456990145,1.0153611393692776
8,7936,0.3041,0.30387,0.2996,2.0,2.0,1.0,1,k_1,1.0007569026228322,1.0150200267022698
8,8064,0.30888,0.30834,0.3046,2.0,2.0,1.0,1,k_1,1.0017513134851137,1.0140512147078136
8,8192,0.31369,0.31356,0.3088,2.0,2.0,1.0,1,k_1,1.0004145936981759,1.0158354922279793
16,128,0.04254,0.04105,0.0423,1.0,1.0,1.0,1,k_1,1.0362971985383678,1.0056737588652482
16,256,0.04103,0.04094,0.0486,1.0,1.0,3.0,3,k_3,1.002198339032731,0.844238683127572
16,384,0.04074,0.04162,0.0484,1.0,1.0,3.0,3,k_3,0.9788563190773667,0.8417355371900826
16,512,0.04772,0.04663,0.0477,1.0,1.0,1.0,1,k_1,1.0233755093287584,1.0004192872117401
16,640,0.05713,0.05581,0.0572,1.0,1.0,1.0,1,k_1,1.0236516753270024,0.9987762237762238
16,768,0.06555,0.06538,0.0663,1.0,1.0,1.0,1,k_1,1.0026001835423677,0.9886877828054299
16,896,0.07491,0.07463,0.0759,1.0,1.0,1.0,1,k_1,1.0037518424226184,0.9869565217391305
16,1024,0.08421,0.08431,0.0851,1.0,1.0,1.0,1,k_1,0.99881390107935,0.9895417156286721
16,1152,0.09355,0.09356,0.094,1.0,1.0,1.0,1,k_1,0.9998931167165455,0.9952127659574468
16,1280,0.10295,0.10301,0.103,1.0,1.0,1.0,1,k_1,0.9994175322784196,0.9995145631067962
16,1408,0.11222,0.11227,0.1123,1.0,1.0,1.0,1,k_1,0.9995546450521066,0.9992876224398932
16,1536,0.12182,0.12211,0.1217,1.0,1.0,1.0,1,k_1,0.9976250921300467,1.0009860312243222
16,1664,0.13094,0.1314,0.131,1.0,1.0,1.0,1,k_1,0.9964992389649925,0.9995419847328244
16,1792,0.14048,0.14061,0.1404,1.0,1.0,1.0,1,k_1,0.9990754569376288,1.0005698005698005
16,1920,0.14958,0.14974,0.1496,1.0,1.0,1.0,1,k_1,0.998931481234139,0.9998663101604277
16,2048,0.15919,0.15923,0.1592,1.0,1.0,1.0,1,k_1,0.9997487910569616,0.9999371859296482
16,2176,0.16869,0.16857,0.1685,1.0,1.0,1.0,1,k_1,1.00071187043958,1.001127596439169
16,2304,0.17862,0.17819,0.1781,1.0,1.0,1.0,1,k_1,1.0024131544980077,1.002919708029197
16,2432,0.188,0.18766,0.1881,1.0,1.0,1.0,1,k_1,1.0018117872748589,0.9994683678894206
16,2560,0.19681,0.19689,0.197,1.0,1.0,1.0,1,k_1,0.9995936817512316,0.9990355329949239
16,2688,0.20635,0.20638,0.2065,1.0,1.0,1.0,1,k_1,0.9998546370772362,0.9992736077481841
16,2816,0.21547,0.21561,0.216,1.0,1.0,1.0,1,k_1,0.9993506794675572,0.9975462962962963
16,2944,0.22502,0.22514,0.2275,1.0,1.0,1.0,1,k_1,0.9994669983121612,0.9890989010989011
16,3072,0.2346,0.23459,0.2345,1.0,1.0,1.0,1,k_1,1.0000426275629823,1.0004264392324094
16,3200,0.24438,0.24381,0.2442,1.0,1.0,1.0,1,k_1,1.0023378860588161,1.0007371007371006
16,3328,0.25357,0.25305,0.2535,1.0,1.0,1.0,1,k_1,1.0020549298557597,1.000276134122288
16,3456,0.26291,0.26312,0.2631,1.0,1.0,1.0,1,k_1,0.9992018850714501,0.9992778411250475
16,3584,0.27211,0.27223,0.2723,1.0,1.0,1.0,1,k_1,0.9995591962678617,0.9993022401762763
16,3712,0.28138,0.28135,0.2815,1.0,1.0,1.0,1,k_1,1.0001066287542208,0.9995737122557729
16,3840,0.29056,0.291,0.2905,1.0,1.0,1.0,1,k_1,0.9984879725085911,1.0002065404475042
16,3968,0.30038,0.30027,0.3002,1.0,1.0,1.0,1,k_1,1.0003663369633995,1.000599600266489
16,4096,0.3102,0.30956,0.31,1.0,1.0,1.0,1,k_1,1.0020674505750096,1.0006451612903224
16,4224,0.31907,0.31919,0.3193,1.0,1.0,1.0,1,k_1,0.9996240483724429,0.9992796742875041
16,4352,0.32847,0.32845,0.3285,1.0,1.0,1.0,1,k_1,1.0000608920688079,0.9999086757990867
16,4480,0.33736,0.33771,0.3374,1.0,1.0,1.0,1,k_1,0.9989636078292026,0.9998814463544754
16,4608,0.34762,0.34749,0.3473,1.0,1.0,1.0,1,k_1,1.0003741114852225,1.0009213936078318
16,4736,0.3569,0.35667,0.357,1.0,1.0,1.0,1,k_1,1.0006448537864132,0.9997198879551821
16,4864,0.36629,0.36578,0.3663,1.0,1.0,1.0,1,k_1,1.001394280715184,0.9999726999727
16,4992,0.37531,0.37549,0.3755,1.0,1.0,1.0,1,k_1,0.999520626381528,0.9994940079893475
16,5120,0.38525,0.38472,0.3861,1.0,1.0,1.0,1,k_1,1.0013776252859221,0.9977984977984977
16,5248,0.39431,0.39412,0.3943,1.0,1.0,1.0,1,k_1,1.0004820866741093,1.0000253613999492
16,5376,0.40415,0.40354,0.4043,1.0,1.0,1.0,1,k_1,1.0015116221440254,0.9996289883749692
16,5504,0.41343,0.41317,0.4135,1.0,1.0,1.0,1,k_1,1.000629280925527,0.9998307134220074
16,5632,0.42244,0.42231,0.4224,1.0,1.0,1.0,1,k_1,1.0003078307404512,1.0000946969696969
16,5760,0.4321,0.43151,0.4324,1.0,1.0,1.0,1,k_1,1.0013672916039025,0.9993061979648473
16,5888,0.44165,0.44089,0.4417,1.0,1.0,1.0,1,k_1,1.0017237859783619,0.9998868009961512
16,6016,0.45032,0.45043,0.4504,1.0,1.0,1.0,1,k_1,0.9997557889128167,0.9998223801065719
16,6144,0.45996,0.45934,0.46,1.0,1.0,1.0,1,k_1,1.0013497627030086,0.9999130434782608
16,6272,0.46935,0.46941,0.4693,1.0,1.0,1.0,1,k_1,0.9998721799706014,1.0001065416577881
16,6400,0.479,0.47865,0.4789,1.0,1.0,1.0,1,k_1,1.0007312232320067,1.0002088118605137
16,6528,0.48937,0.48893,0.491,1.0,1.0,1.0,1,k_1,1.0008999243245456,0.9966802443991855
16,6656,0.49812,0.49762,0.4982,1.0,1.0,1.0,1,k_1,1.001004782765966,0.9998394219189082
16,6784,0.50705,0.507,0.507,1.0,1.0,1.0,1,k_1,1.0000986193293886,1.0000986193293886
16,6912,0.51678,0.51689,0.5169,1.0,1.0,1.0,1,k_1,0.9997871887635669,0.9997678467788741
16,7040,0.52541,0.5257,0.5254,1.0,1.0,1.0,1,k_1,0.9994483545748528,1.0000190331176249
16,7168,0.53541,0.53551,0.5355,1.0,1.0,1.0,1,k_1,0.9998132621239566,0.9998319327731093
16,7296,0.5444,0.54442,0.5446,1.0,1.0,1.0,1,k_1,0.9999632636567356,0.9996327579875138
16,7424,0.55407,0.5545,0.554,1.0,1.0,1.0,1,k_1,0.999224526600541,1.0001263537906135
16,7552,0.56328,0.56344,0.5634,1.0,1.0,1.0,1,k_1,0.9997160301008092,0.999787007454739
16,7680,0.57266,0.57254,0.5727,1.0,1.0,1.0,1,k_1,1.0002095923428929,0.9999301554042255
16,7808,0.58215,0.58255,0.5834,1.0,1.0,1.0,1,k_1,0.9993133636597715,0.9978573877271167
16,7936,0.59172,0.59155,0.5915,1.0,1.0,1.0,1,k_1,1.0002873806102612,1.000371935756551
16,8064,0.60085,0.60113,0.6012,1.0,1.0,1.0,1,k_1,0.9995342105700928,0.9994178310046574
16,8192,0.61036,0.61085,0.6103,1.0,1.0,1.0,1,k_1,0.9991978390766965,1.0000983123054237
